"Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r","ENTREZID","loc","bp","corsign"
7487,"ILMN_1716260","HSPA8","heat shock 70kDa protein 8 (HSPA8), transcript variant 2, mRNA.","Chr11: 122.433708",15.192,"N/A","N/A","N/A",0.212,146,0.01005,"0.41299999999999798","0.42499999999999799","3312","11",122.433708,1
7488,"ILMN_1795906","PCBD1","pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) (PCBD1), mRNA.","Chr10: 72.315599",9.088,"N/A","N/A","N/A",0.212,146,0.01005,"0.32200000000000001","0.67400000000000004","5092","10",72.315599,1
7489,"ILMN_1651950","TPST1","tyrosylprotein sulfotransferase 1 (TPST1), mRNA.","Chr7: 65.462529",8.467,"N/A","N/A","N/A",0.212,146,0.01005,"--","-6.0999999999999902E-2","8460","7",65.462529,1
7490,"ILMN_1784917","NPDC1","neural proliferation, differentiation and control, 1 (NPDC1), mRNA.","Chr9: 139.053789",12.36,"N/A","N/A","N/A",-0.212,146,0.01005,"0.34699999999999798","-3.5000000000000003E-2","56654","9",139.053789,-1
7491,"ILMN_1811117","ANKRD36C","protein immuno-reactive with anti-PTH polyclonal antibodies (LOC400986), mRNA.","Chr2: 95.943639",9.453,"N/A","N/A","N/A",-0.212,146,0.01005,"--","--","400986","2",95.943639,-1
7492,"ILMN_1674985","TMEM51","transmembrane protein 51 (TMEM51), mRNA.","Chr1: 15.419242",11.818,"N/A","N/A","N/A",-0.212,146,0.01006,"--","0.38300000000000001","55092","1",15.419242,-1
7493,"ILMN_1681500","BRCA1","breast cancer 1, early onset (BRCA1), transcript variant BRCA1b, mRNA.","Chr17: 38.530550",6.968,"N/A","N/A","N/A",-0.212,146,0.01006,"0.307","-0.42099999999999799","672","17",38.53055,-1
7494,"ILMN_1772988","IPO4","importin 4 (IPO4), mRNA.","Chr14: 23.719343",7.096,"N/A","N/A","N/A",0.212,146,0.01006,"0.26800000000000002","-0.39300000000000002","79711","14",23.719343,1
7495,"ILMN_1703036","WRNIP1","Werner helicase interacting protein 1 (WRNIP1), transcript variant 1, mRNA.","Chr6: 2.715361",8.246,"N/A","N/A","N/A",0.212,146,0.01007,"--","-0.14699999999999799","56897","6",2.715361,1
7496,"ILMN_1786347","TNPO1","transportin 1 (TNPO1), transcript variant 1, mRNA.","Chr5: 72.240298",9.03,"N/A","N/A","N/A",-0.212,146,0.01007,"--","5.5E-2","3842","5",72.240298,-1
7497,"ILMN_1750330","OR51E1","olfactory receptor, family 51, subfamily E, member 1 (OR51E1), mRNA.","Chr11: 4.631265",6.683,"N/A","N/A","N/A",-0.212,146,0.01009,"--","--","143503","11",4.631265,-1
7498,"ILMN_1798977","GPR97","G protein-coupled receptor 97 (GPR97), mRNA.","Chr16: 56.280398",6.719,"N/A","N/A","N/A",-0.212,146,0.01009,"0.38400000000000001","0.154","222487","16",56.280398,-1
7499,"ILMN_1687384","IFI6","interferon, alpha-inducible protein 6 (IFI6), transcript variant 1, mRNA.","Chr1: 27.865202",13.507,"N/A","N/A","N/A",-0.212,146,0.01009,"--","--","2537","1",27.865202,-1
7500,"ILMN_1711988","KCNK12","potassium channel, subfamily K, member 12 (KCNK12), mRNA.","Chr2: 47.601456",13.407,"N/A","N/A","N/A",-0.212,146,0.01009,"0.23699999999999799","-0.371","56660","2",47.601456,-1
7501,"ILMN_1754788","GMPR2","guanosine monophosphate reductase 2 (GMPR2), transcript variant 1, mRNA.","Chr14: 23.772108",6.854,"N/A","N/A","N/A",0.212,146,0.01009,"0.249","7.9000000000000001E-2","51292","14",23.772108,1
7502,"ILMN_1671565","RNASET2","ribonuclease T2 (RNASET2), mRNA.","Chr6: 167.263060",10.853,"N/A","N/A","N/A",0.212,146,0.01009,"--","--","8635","6",167.26306,1
7503,"ILMN_1761994","SMAD5","SMAD family member 5 (SMAD5), transcript variant 2, mRNA.","Chr5: 135.516282",6.68,"N/A","N/A","N/A",-0.212,146,0.0101,"--","0.22900000000000001","4090","5",135.516282,-1
7504,"ILMN_1723909","RPL21P44","similar to 60S ribosomal protein L21 (LOC402176), mRNA.","Chr4: 54.546773",7.612,"N/A","N/A","N/A",-0.212,146,0.0101,"--","--","402176","4",54.546773,-1
7505,"ILMN_1761722","ZNF579","zinc finger protein 579 (ZNF579), mRNA.","ChrUn: 1.000000",8.252,"N/A","N/A","N/A",-0.212,146,0.01011,"--","--","163033","Un",1,-1
7506,"ILMN_1659649","SGCG","sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein) (SGCG), mRNA.","Chr13: 22.796982",6.759,"N/A","N/A","N/A",-0.212,146,0.01011,"0.35599999999999798","0.16400000000000001","6445","13",22.796982,-1
7507,"ILMN_1769849","HORMAD1","HORMA domain containing 1 (HORMAD1), mRNA.","Chr1: 148.937693",6.737,"N/A","N/A","N/A",-0.212,146,0.01012,"0.255","0.17499999999999799","84072","1",148.937693,-1
7508,"ILMN_1797975","CXCR3","chemokine (C-X-C motif) receptor 3 (CXCR3), mRNA.","ChrX: 70.752629",6.827,"N/A","N/A","N/A",-0.212,146,0.01012,"0.32200000000000001","1.9E-2","2833","X",70.752629,-1
7509,"ILMN_1656576","ATCAY","ataxia, cerebellar, Cayman type (caytaxin) (ATCAY), mRNA.","ChrUn: 1.000000",7.836,"N/A","N/A","N/A",0.212,146,0.01012,"0.39600000000000002","-5.09999999999999E-2","85300","Un",1,1
7510,"ILMN_1687265","NXF5","nuclear RNA export factor 5 (NXF5), mRNA.","ChrX: 100.977830",6.764,"N/A","N/A","N/A",-0.212,146,0.01013,"--","--","55998","X",100.97783,-1
7511,"ILMN_1798547","C14orf54","chromosome 14 open reading frame 54 (C14orf54), mRNA.","Chr14: 66.761621",6.81,"N/A","N/A","N/A",-0.212,146,0.01014,"--","--","161142","14",66.761621,-1
7512,"ILMN_1694070","FAM114A1","family with sequence similarity 114, member A1 (FAM114A1), mRNA.","Chr4: 38.619031",6.827,"N/A","N/A","N/A",0.212,146,0.01014,"0.29499999999999799","--","92689","4",38.619031,1
7513,"ILMN_1809448","C1orf157","chromosome 1 open reading frame 157 (C1orf157), mRNA.","ChrUn: 1.000000",6.848,"N/A","N/A","N/A",-0.212,146,0.01015,"--","--","284573","Un",1,-1
7514,"ILMN_1714449","OR5D18","olfactory receptor, family 5, subfamily D, member 18 (OR5D18), mRNA.","Chr11: 55.344107",6.786,"N/A","N/A","N/A",-0.212,146,0.01015,"--","--","219438","11",55.344107,-1
7515,"ILMN_1769540","FLJ43276","FLJ43276 protein (FLJ43276), mRNA.","ChrUn: 1.000000",6.8,"N/A","N/A","N/A",-0.212,146,0.01017,"--","--","388165","Un",1,-1
7516,"ILMN_1803939","YIPF6","Yip1 domain family, member 6 (YIPF6), mRNA.","ChrX: 67.668838",10.988,"N/A","N/A","N/A",0.212,146,0.01017,"--","0.26600000000000001","286451","X",67.668838,1
7517,"ILMN_1694482","CELSR1","cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila) (CELSR1), mRNA.","Chr22: 45.135593",6.737,"N/A","N/A","N/A",-0.212,146,0.01017,"0.26100000000000001","0.104","9620","22",45.135593,-1
7518,"ILMN_1680144","HLA-DQA2","major histocompatibility complex, class II, DQ alpha 2 (HLA-DQA2), mRNA.","Chr6: 32.822872",6.83,"N/A","N/A","N/A",-0.212,146,0.01018,"--","--","3118","6",32.822872,-1
7519,"ILMN_1814313","CREBL1","cAMP responsive element binding protein-like 1 (CREBL1), mRNA.","Chr6: 32.191332",7.378,"N/A","N/A","N/A",-0.212,146,0.01018,"0.33200000000000002","-2.5000000000000001E-2","1388","6",32.191332,-1
7520,"ILMN_1726839","DCUN1D5","DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae) (DCUN1D5), mRNA.","Chr11: 102.440315",9.058,"N/A","N/A","N/A",0.212,146,0.01018,"--","-0.124","84259","11",102.440315,1
7521,"ILMN_1709035","C6orf10","chromosome 6 open reading frame 10 (C6orf10), mRNA.","ChrUn: 1.000000",6.744,"N/A","N/A","N/A",-0.212,146,0.01018,"--","--","10665","Un",1,-1
7522,"ILMN_1795008","ATP1A2","ATPase, Na+/K+ transporting, alpha 2 (+) polypeptide (ATP1A2), mRNA.","Chr1: 158.379617",15.806,"N/A","N/A","N/A",0.212,146,0.01019,"0.42299999999999799","0.09","477","1",158.379617,1
7523,"ILMN_1763901","DSCR8","Down syndrome critical region gene 8 (DSCR8), transcript variant 2, mRNA.","Chr21: 38.415469",6.847,"N/A","N/A","N/A",-0.212,146,0.0102,"--","--","84677","21",38.415469,-1
7524,"ILMN_1708604","C7orf28A","chromosome 7 open reading frame 28A (C7orf28A), mRNA.","Chr7: 5.916237",8.557,"N/A","N/A","N/A",0.212,146,0.01021,"0.242999999999998","--","51622","7",5.916237,1
7525,"ILMN_1725984","EIF3CL","similar to eukaryotic translation initiation factor 3, subunit 8, 110kDa, transcript variant 1 (LOC728689), mRNA.","Chr16: 28.298404",7.347,"N/A","N/A","N/A",-0.212,146,0.01021,"--","--","728689","16",28.298404,-1
7526,"ILMN_1707908","SPATA8","spermatogenesis associated 8 (SPATA8), mRNA.","Chr15: 95.129643",6.702,"N/A","N/A","N/A",-0.212,146,0.01023,"--","--","145946","15",95.129643,-1
7527,"ILMN_1722227","MRGPRX4","MAS-related GPR, member X4 (MRGPRX4), mRNA.","Chr11: 18.152365",6.683,"N/A","N/A","N/A",-0.212,146,0.01023,"--","--","117196","11",18.152365,-1
7528,"ILMN_1796243","SLC13A3","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3 (SLC13A3), transcript variant 2, mRNA.","Chr20: 44.732116",6.824,"N/A","N/A","N/A",-0.212,146,0.01024,"--","0.42499999999999799","64849","20",44.732116,-1
7529,"ILMN_1697499","HLA-DRB5","major histocompatibility complex, class II, DR beta 5 (HLA-DRB5), mRNA.","Chr6: 32.593374",6.964,"N/A","N/A","N/A",0.212,146,0.01024,"--","--","3127","6",32.593374,1
7530,"ILMN_1738482","CEP27","centrosomal protein 27kDa (CEP27), mRNA.","Chr15: 40.646836",11.79,"N/A","N/A","N/A",-0.212,146,0.01025,"0.17499999999999799","8.7999999999999801E-2","55142","15",40.646836,-1
7531,"ILMN_1739815","NLRP12","NLR family, pyrin domain containing 12 (NLRP12), transcript variant 1, mRNA.","Chr19: 59.003142",6.807,"N/A","N/A","N/A",-0.212,146,0.01025,"0.29899999999999799","0.188","91662","19",59.003142,-1
7532,"ILMN_1811303","NR5A2","nuclear receptor subfamily 5, group A, member 2 (NR5A2), transcript variant 1, mRNA.","Chr1: 198.412730",6.755,"N/A","N/A","N/A",-0.212,146,0.01026,"0.36099999999999799","0.32400000000000001","2494","1",198.41273,-1
7533,"ILMN_1669177","DHRS12","dehydrogenase/reductase (SDR family) member 12 (DHRS12), transcript variant 1, mRNA.","Chr13: 51.243958",6.997,"N/A","N/A","N/A",0.212,146,0.01026,"--","--","79758","13",51.243958,1
7534,"ILMN_1686862","HLX1","H2.0-like homeobox 1 (Drosophila) (HLX1), mRNA.","Chr1: 219.124373",6.954,"N/A","N/A","N/A",-0.212,146,0.01026,"0.41","--","3142","1",219.124373,-1
7535,"ILMN_1702858","ADHFE1","alcohol dehydrogenase, iron containing, 1 (ADHFE1), transcript variant 2, mRNA.","Chr8: 67.543354",8.907,"N/A","N/A","N/A",0.212,146,0.01027,"0.19600000000000001","0.71399999999999797","137872","8",67.543354,1
7536,"ILMN_1782657","FBXL22","F-box and leucine-rich repeat protein 22 (FBXL22), mRNA.","Chr15: 61.681509",6.855,"N/A","N/A","N/A",-0.212,146,0.01027,"0.26900000000000002","0.1","283807","15",61.681509,-1
7537,"ILMN_1685623","TM4SF5","transmembrane 4 L six family member 5 (TM4SF5), mRNA.","Chr17: 4.632617",6.825,"N/A","N/A","N/A",-0.212,146,0.01027,"--","-8.9999999999999906E-3","9032","17",4.632617,-1
7538,"ILMN_1736015","PHF17","PHD finger protein 17 (PHF17), transcript variant S, mRNA.","ChrUn: 1.000000",10.084,"N/A","N/A","N/A",-0.212,146,0.01029,"0.313","0.493999999999999","79960","Un",1,-1
7539,"ILMN_1691702","ZNF775","zinc finger protein 775 (ZNF775), mRNA.","ChrUn: 1.000000",7.866,"N/A","N/A","N/A",0.212,146,0.01029,"--","--","285971","Un",1,1
7540,"ILMN_1775085","ZNF232","zinc finger protein 232 (ZNF232), mRNA.","Chr17: 4.950331",7.249,"N/A","N/A","N/A",-0.212,146,0.01029,"--","--","7775","17",4.950331,-1
7541,"ILMN_1697549","BAGE4","B melanoma antigen family, member 4 (BAGE4), mRNA.","Chr21: 10.080110",6.742,"N/A","N/A","N/A",-0.212,146,0.0103,"--","--","85317","21",10.08011,-1
7542,"ILMN_1700384","KIAA1522","KIAA1522 (KIAA1522), mRNA.","ChrUn: 1.000000",6.986,"N/A","N/A","N/A",-0.212,146,0.0103,"--","--","57648","Un",1,-1
7543,"ILMN_1671281","RNASEL","ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent) (RNASEL), mRNA.","Chr1: 180.809983",7.2,"N/A","N/A","N/A",0.212,146,0.01031,"0.35499999999999798","0.308","6041","1",180.809983,1
7544,"ILMN_1651826","BASP1","brain abundant, membrane attached signal protein 1 (BASP1), mRNA.","Chr5: 17.329556",15.846,"N/A","N/A","N/A",-0.212,146,0.01031,"0.38800000000000001","-0.15","10409","5",17.329556,-1
7545,"ILMN_1663626","WHSC1","Wolf-Hirschhorn syndrome candidate 1 (WHSC1), transcript variant 9, mRNA.","ChrUn: 1.000000",6.878,"N/A","N/A","N/A",-0.212,146,0.01032,"0.313","-0.40899999999999798","7468","Un",1,-1
7546,"ILMN_1704163","SULT1E1","sulfotransferase family 1E, estrogen-preferring, member 1 (SULT1E1), mRNA.","Chr4: 70.741806",6.898,"N/A","N/A","N/A",-0.212,146,0.01033,"--","5.6000000000000001E-2","6783","4",70.741806,-1
7547,"ILMN_1666194","IFRD2","interferon-related developmental regulator 2 (IFRD2), mRNA.","Chr3: 50.300655",7.633,"N/A","N/A","N/A",0.212,146,0.01033,"0.27600000000000002","0.254","7866","3",50.300655,1
7548,"ILMN_1784031","TIMM44","translocase of inner mitochondrial membrane 44 homolog (yeast) (TIMM44), mRNA.","Chr19: 7.897986",8.263,"N/A","N/A","N/A",-0.212,146,0.01034,"--","0.25800000000000001","10469","19",7.897986,-1
7549,"ILMN_1777233","E2F2","E2F transcription factor 2 (E2F2), mRNA.","Chr1: 23.705554",6.757,"N/A","N/A","N/A",-0.212,146,0.01034,"0.40200000000000002","-0.126","1870","1",23.705554,-1
7550,"ILMN_1713668","TSNAX","translin-associated factor X (TSNAX), mRNA.","Chr1: 229.766927",9.233,"N/A","N/A","N/A",0.212,146,0.01034,"--","-1.6E-2","7257","1",229.766927,1
7551,"ILMN_1792540","AR","androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease) (AR), transcript variant 2, mRNA.","ChrX: 66.705501",6.699,"N/A","N/A","N/A",-0.212,146,0.01034,"0.34100000000000003","0.20899999999999799","367","X",66.705501,-1
7552,"ILMN_1800220","KCTD3","potassium channel tetramerisation domain containing 3 (KCTD3), mRNA.","Chr1: 213.860882",9.947,"N/A","N/A","N/A",0.212,146,0.01036,"0.108","-0.18","51133","1",213.860882,1
7553,"ILMN_1685168","RFX4","regulatory factor X, 4 (influences HLA class II expression) (RFX4), transcript variant 3, mRNA.","Chr12: 105.501182",7.067,"N/A","N/A","N/A",-0.211,146,0.0104,"0.44800000000000001","-0.34499999999999797","5992","12",105.501182,-1
7554,"ILMN_1749343","PLXNA4B","plexin A4, B (PLXNA4B), mRNA.","Chr7: 131.824684",6.74,"N/A","N/A","N/A",-0.211,146,0.0104,"0.219","--","91584","7",131.824684,-1
7555,"ILMN_1782094","PAIP2","poly(A) binding protein interacting protein 2 (PAIP2), transcript variant 2, mRNA.","Chr5: 138.705447",7.909,"N/A","N/A","N/A",0.211,146,0.0104,"0.42199999999999799","7.0999999999999799E-2","51247","5",138.705447,1
7556,"ILMN_1699703","ARCN1","archain 1 (ARCN1), mRNA.","Chr11: 117.978384",12.137,"N/A","N/A","N/A",0.211,146,0.01041,"0.26300000000000001","0.23599999999999799","372","11",117.978384,1
7557,"ILMN_1736008","YRDC","yrdC domain containing (E. coli) (YRDC), mRNA.","Chr1: 38.041724",12.474,"N/A","N/A","N/A",-0.211,146,0.01041,"--","-0.42399999999999799","79693","1",38.041724,-1
7558,"ILMN_1784272","CD1E","CD1E antigen, e polypeptide (CD1E), mRNA.","Chr1: 156.591912",6.913,"N/A","N/A","N/A",-0.211,146,0.01042,"--","--","913","1",156.591912,-1
7559,"ILMN_1756953","GBP6","guanylate binding protein family, member 6 (GBP6), mRNA.","Chr1: 89.624022",6.718,"N/A","N/A","N/A",-0.211,146,0.01042,"0.29499999999999799","0.35","163351","1",89.624022,-1
7560,"ILMN_1747697","CHML","choroideremia-like (Rab escort protein 2) (CHML), mRNA.","Chr1: 239.859066",6.806,"N/A","N/A","N/A",-0.211,146,0.01042,"0.36699999999999799","8.8999999999999801E-2","1122","1",239.859066,-1
7561,"ILMN_1778657","LOC94431","similar to RNA polymerase I transcription factor RRN3 (LOC94431), mRNA.","Chr16: 21.715622",6.833,"N/A","N/A","N/A",-0.211,146,0.01043,"--","--","94431","16",21.715622,-1
7562,"ILMN_1683298","MEN1","multiple endocrine neoplasia I (MEN1), transcript variant e1D, mRNA.","Chr11: 64.334489",6.901,"N/A","N/A","N/A",-0.211,146,0.01044,"0.39100000000000001","-1.9E-2","4221","11",64.334489,-1
7563,"ILMN_1809730","RXRG","retinoid X receptor, gamma (RXRG), transcript variant 2, mRNA.","Chr1: 163.680774",6.758,"N/A","N/A","N/A",0.211,146,0.01044,"0.44700000000000001","0.29099999999999798","6258","1",163.680774,1
7564,"ILMN_1671151","RARB","retinoic acid receptor, beta (RARB), transcript variant 1, mRNA.","Chr3: 25.614019",6.839,"N/A","N/A","N/A",-0.211,146,0.01044,"0.32800000000000001","0.34100000000000003","5915","3",25.614019,-1
7565,"ILMN_1691080","OR6B1","olfactory receptor, family 6, subfamily B, member 1 (OR6B1), mRNA.","Chr7: 143.332469",6.712,"N/A","N/A","N/A",-0.211,146,0.01045,"--","--","135946","7",143.332469,-1
7566,"ILMN_1716922","DHX16","DEAH (Asp-Glu-Ala-His) box polypeptide 16 (DHX16), mRNA.","Chr6: 30.729083",10.289,"N/A","N/A","N/A",-0.211,146,0.01045,"9.09999999999999E-2","-0.20200000000000001","8449","6",30.729083,-1
7567,"ILMN_1782320","PCDHGB2","protocadherin gamma subfamily B, 2 (PCDHGB2), transcript variant 2, mRNA.","Chr5: 140.722233",6.816,"N/A","N/A","N/A",-0.211,146,0.01045,"--","-0.35799999999999799","56103","5",140.722233,-1
7568,"ILMN_1797431","FLJ45832","FLJ45832 protein (FLJ45832), mRNA.","Chr20: 28.127473",6.86,"N/A","N/A","N/A",-0.211,146,0.01045,"--","--","400841","20",28.127473,-1
7569,"ILMN_1655788","ZNF780A","zinc finger protein 780A (ZNF780A), mRNA.","Chr19: 45.272266",6.812,"N/A","N/A","N/A",-0.211,146,0.01045,"--","--","284323","19",45.272266,-1
7570,"ILMN_1668134","GSTM1","glutathione S-transferase M1 (GSTM1), transcript variant 1, mRNA.","Chr1: 110.034608",8.189,"N/A","N/A","N/A",0.211,146,0.01045,"--","0.44","2944","1",110.034608,1
7571,"ILMN_1768721","DPPA4","developmental pluripotency associated 4 (DPPA4), mRNA.","Chr3: 110.527950",6.698,"N/A","N/A","N/A",-0.211,146,0.01046,"--","-0.191","55211","3",110.52795,-1
7572,"ILMN_1783806","DTNBP1","dystrobrevin binding protein 1 (DTNBP1), transcript variant 1, mRNA.","Chr6: 15.632793",7.433,"N/A","N/A","N/A",0.211,146,0.01047,"0.70299999999999796","0.183","84062","6",15.632793,1
7573,"ILMN_1709265","RNF170","ring finger protein 170 (RNF170), mRNA.","Chr8: 42.829931",9.141,"N/A","N/A","N/A",0.211,146,0.01048,"--","0.159","81790","8",42.829931,1
7574,"ILMN_1671039","GALNT3","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3) (GALNT3), mRNA.","Chr2: 166.311884",7.911,"N/A","N/A","N/A",-0.211,146,0.01049,"0.38100000000000001","-0.22600000000000001","2591","2",166.311884,-1
7575,"ILMN_1664172","GNE","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase (GNE), mRNA.","Chr9: 36.204734",11.907,"N/A","N/A","N/A",0.211,146,0.0105,"0.499","0.251","10020","9",36.204734,1
7576,"ILMN_1805228","LRG1","leucine-rich alpha-2-glycoprotein 1 (LRG1), mRNA.","Chr19: 4.488310",7.034,"N/A","N/A","N/A",-0.211,146,0.0105,"0.39400000000000002","0.56499999999999795","116844","19",4.48831,-1
7577,"ILMN_1783598","CAB39L","calcium binding protein 39-like (CAB39L), transcript variant 2, mRNA.","ChrUn: 1.000000",7.4,"N/A","N/A","N/A",0.211,146,0.0105,"--","0.45600000000000002","81617","Un",1,1
7578,"ILMN_1767103","C11orf63","chromosome 11 open reading frame 63 (C11orf63), transcript variant 2, mRNA.","Chr11: 122.281205",6.853,"N/A","N/A","N/A",-0.211,146,0.01052,"0.38300000000000001","--","79864","11",122.281205,-1
7579,"ILMN_1805028","THOC7","THO complex 7 homolog (Drosophila) (THOC7), mRNA.","Chr3: 63.794820",11.708,"N/A","N/A","N/A",0.211,146,0.01052,"--","2.4E-2","80145","3",63.79482,1
7580,"ILMN_1809354","DKFZP686D0972","similar to RIKEN cDNA 4732495G21 gene (DKFZp686D0972), mRNA.","Chr5: 56.812985",6.697,"N/A","N/A","N/A",-0.211,146,0.01053,"--","--","345651","5",56.812985,-1
7581,"ILMN_1764460","SRRM2","serine/arginine repetitive matrix 2 (SRRM2), mRNA.","ChrUn: 1.000000",14.891,"N/A","N/A","N/A",-0.211,146,0.01054,"--","-0.13600000000000001","23524","Un",1,-1
7582,"ILMN_1720531","JMJD2B","jumonji domain containing 2B (JMJD2B), mRNA.","Chr19: 5.104323",7.942,"N/A","N/A","N/A",-0.211,146,0.01054,"0.28599999999999798","2.1000000000000001E-2","23030","19",5.104323,-1
7583,"ILMN_1768227","DCN","decorin (DCN), transcript variant A2, mRNA.","Chr12: 90.097326",7.49,"N/A","N/A","N/A",0.211,146,0.01055,"0.379","0.243999999999999","1634","12",90.097326,1
7584,"ILMN_1771043","CBFA2T3","core-binding factor, runt domain, alpha subunit 2; translocated to, 3 (CBFA2T3), transcript variant 1, mRNA.","Chr16: 87.491993",6.821,"N/A","N/A","N/A",-0.211,146,0.01055,"0.32900000000000001","1.09999999999999E-2","863","16",87.491993,-1
7585,"ILMN_1722244","ZBTB16","zinc finger and BTB domain containing 16 (ZBTB16), transcript variant 1, mRNA.","Chr11: 113.626504",10.062,"N/A","N/A","N/A",-0.211,146,0.01056,"--","0.438","7704","11",113.626504,-1
7586,"ILMN_1768962","AKAP8L","A kinase (PRKA) anchor protein 8-like (AKAP8L), mRNA.","Chr19: 15.352218",9.109,"N/A","N/A","N/A",-0.211,146,0.01058,"0.27900000000000003","5.09999999999999E-2","26993","19",15.352218,-1
7587,"ILMN_1808602","C21orf67","chromosome 21 open reading frame 67 (C21orf67), mRNA.","Chr21: 45.179082",7.093,"N/A","N/A","N/A",-0.211,146,0.01058,"--","--","84536","21",45.179082,-1
7588,"ILMN_1786966","ATRNL1","attractin-like 1 (ATRNL1), mRNA.","ChrUn: 1.000000",6.949,"N/A","N/A","N/A",-0.211,146,0.01058,"0.35599999999999798","0.188","26033","Un",1,-1
7589,"ILMN_1676470","TCF7","transcription factor 7 (T-cell specific, HMG-box) (TCF7), transcript variant 3, mRNA.","Chr5: 133.506325",6.805,"N/A","N/A","N/A",-0.211,146,0.01058,"--","-0.161","6932","5",133.506325,-1
7590,"ILMN_1690984","FGF13","fibroblast growth factor 13 (FGF13), transcript variant 1A, mRNA.","ChrX: 137.621417",6.892,"N/A","N/A","N/A",-0.211,146,0.01059,"0.309","-0.10100000000000001","2258","X",137.621417,-1
7591,"ILMN_1804158","CYP19A1","cytochrome P450, family 19, subfamily A, polypeptide 1 (CYP19A1), transcript variant 2, mRNA.","Chr15: 49.289221",6.724,"N/A","N/A","N/A",-0.211,146,0.01059,"0.496","-0.211999999999998","1588","15",49.289221,-1
7592,"ILMN_1701213","PIP5K2B","phosphatidylinositol-4-phosphate 5-kinase, type II, beta (PIP5K2B), mRNA.","ChrUn: 1.000000",7.449,"N/A","N/A","N/A",0.211,146,0.01061,"0.33600000000000002","--","8396","Un",1,1
7593,"ILMN_1711124","MARVELD2","MARVEL domain containing 2 (MARVELD2), transcript variant 2, mRNA.","Chr5: 68.775340",6.92,"N/A","N/A","N/A",-0.211,146,0.01061,"0.23200000000000001","0.40400000000000003","153562","5",68.77534,-1
7594,"ILMN_1669052","LRRC8E","leucine rich repeat containing 8 family, member E (LRRC8E), mRNA.","Chr19: 7.872421",6.823,"N/A","N/A","N/A",-0.211,146,0.01062,"--","-1.7000000000000001E-2","80131","19",7.872421,-1
7595,"ILMN_1765246","TES","testis derived transcript (3 LIM domains) (TES), transcript variant 2, mRNA.","Chr7: 115.685178",6.831,"N/A","N/A","N/A",-0.211,146,0.01063,"--","-0.112","26136","7",115.685178,-1
7596,"ILMN_1779984","ACE","angiotensin I converting enzyme (peptidyl-dipeptidase A) 1 (ACE), transcript variant 1, mRNA.","Chr17: 58.927961",6.727,"N/A","N/A","N/A",-0.211,146,0.01063,"0.52900000000000003","0.17799999999999799","1636","17",58.927961,-1
7597,"ILMN_1707200","B4GALNT2","beta-1,4-N-acetyl-galactosaminyl transferase 2 (B4GALNT2), mRNA.","Chr17: 44.601174",6.692,"N/A","N/A","N/A",-0.211,146,0.01064,"0.44600000000000001","7.0000000000000007E-2","124872","17",44.601174,-1
7598,"ILMN_1701169","HP1BP3","heterochromatin protein 1, binding protein 3 (HP1BP3), mRNA.","ChrUn: 1.000000",7.674,"N/A","N/A","N/A",0.211,146,0.01064,"--","0.26600000000000001","50809","Un",1,1
7599,"ILMN_1760247","CD70","CD70 molecule (CD70), mRNA.","ChrUn: 1.000000",6.914,"N/A","N/A","N/A",-0.211,146,0.01065,"0.32100000000000001","-0.222","970","Un",1,-1
7600,"ILMN_1665538","SKP2","S-phase kinase-associated protein 2 (p45) (SKP2), transcript variant 2, mRNA.","Chr5: 36.219702",8.896,"N/A","N/A","N/A",-0.211,146,0.01066,"0.379","-0.371","6502","5",36.219702,-1
7601,"ILMN_1662895","C14orf153","chromosome 14 open reading frame 153 (C14orf153), mRNA.","Chr14: 103.127703",7.274,"N/A","N/A","N/A",-0.211,146,0.01066,"0.2","--","84334","14",103.127703,-1
7602,"ILMN_1795383","RPUSD3","RNA pseudouridylate synthase domain containing 3 (RPUSD3), mRNA.","Chr3: 9.854683",8.224,"N/A","N/A","N/A",0.211,146,0.01067,"--","0.51","285367","3",9.854683,1
7603,"ILMN_1796072","SERTAD2","SERTA domain containing 2 (SERTAD2), mRNA.","Chr2: 64.712684",8.592,"N/A","N/A","N/A",0.211,146,0.01067,"0.26200000000000001","-0.48799999999999799","9792","2",64.712684,1
7604,"ILMN_1803609","XKR3","XK, Kell blood group complex subunit-related family, member 3 (XKR3), mRNA.","ChrUn: 1.000000",6.764,"N/A","N/A","N/A",-0.211,146,0.01069,"--","--","150165","Un",1,-1
