"Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r"
12977,"ILMN_1749161","FAM112B","family with sequence similarity 112, member B (FAM112B), mRNA.","Chr12: 53.140504",6.831,"N/A","N/A","N/A",0.119,146,0.1513,"0.36599999999999999","--"
12978,"ILMN_1743638","ABCG1","ATP-binding cassette, sub-family G (WHITE), member 1 (ABCG1), transcript variant 1, mRNA.","Chr21: 42.553248",6.727,"N/A","N/A","N/A",-0.119,146,0.1513,"0.40600000000000003","-0.17199999999999999"
12979,"ILMN_1732776","NUP98","nucleoporin 98kDa (NUP98), transcript variant 2, mRNA.","Chr11: 3.690382",6.821,"N/A","N/A","N/A",-0.119,146,0.1513,"0.32500000000000001","-0.40799999999999997"
12980,"ILMN_1697014","GLRA1","glycine receptor, alpha 1 (startle disease/hyperekplexia, stiff man syndrome) (GLRA1), mRNA.","ChrUn: 1.000000",6.79,"N/A","N/A","N/A",-0.119,146,0.1513,"0.40899999999999997","4.1000000000000002E-2"
12981,"ILMN_1778734","MTMR10","myotubularin related protein 10 (MTMR10), mRNA.","ChrUn: 1.000000",11.278,"N/A","N/A","N/A",0.119,146,0.1514,"--","6.0999999999999999E-2"
12982,"ILMN_1789535","DHDDS","dehydrodolichyl diphosphate synthase (DHDDS), transcript variant 2, mRNA.","Chr1: 26.670111",8.472,"N/A","N/A","N/A",-0.119,146,0.1515,"--","0.09"
12983,"ILMN_1804938","GPR175","G protein-coupled receptor 175 (GPR175), mRNA.","Chr3: 128.774830",7.948,"N/A","N/A","N/A",0.119,146,0.1516,"--","0.13300000000000001"
12984,"ILMN_1683432","FLJ43582","FLJ43582 protein (FLJ43582), mRNA.","Chr8: 38.488030",6.714,"N/A","N/A","N/A",-0.119,146,0.1518,"--","--"
12985,"ILMN_1749338","ANKRD29","ankyrin repeat domain 29 (ANKRD29), mRNA.","Chr18: 19.434820",7.209,"N/A","N/A","N/A",-0.119,146,0.1518,"--","0.33200000000000002"
12986,"ILMN_1687409","CRYGN","crystallin, gamma N (CRYGN), mRNA.","Chr7: 150.764215",6.787,"N/A","N/A","N/A",-0.119,146,0.1519,"0.158","4.7E-2"
12987,"ILMN_1746032","ABCD4","ATP-binding cassette, sub-family D (ALD), member 4 (ABCD4), transcript variant 4, mRNA.","Chr14: 73.823066",6.911,"N/A","N/A","N/A",0.119,146,0.1519,"0.23200000000000001","0.3"
12988,"ILMN_1652198","CCM2","cerebral cavernous malformation 2 (CCM2), transcript variant 1, mRNA.","Chr7: 45.033825",6.536,"N/A","N/A","N/A",-0.119,146,0.152,"0.41699999999999998","6.4000000000000001E-2"
12989,"ILMN_1720945","SMYD2","SET and MYND domain containing 2 (SMYD2), mRNA.","Chr1: 212.521341",8.51,"N/A","N/A","N/A",-0.119,146,0.152,"--","0.15"
12990,"ILMN_1778318","FLJ20674","hypothetical protein FLJ20674 (FLJ20674), mRNA.","ChrUn: 1.000000",7.583,"N/A","N/A","N/A",0.119,146,0.152,"--","--"
12991,"ILMN_1760493","LIMS2","LIM and senescent cell antigen-like domains 2 (LIMS2), mRNA.","Chr2: 128.112587",7.416,"N/A","N/A","N/A",0.119,146,0.1522,"0.38600000000000001","0.52800000000000002"
12992,"ILMN_1791423","LOC401052","hypothetical LOC401052 (LOC401052), mRNA.","Chr3: 10.023204",6.966,"N/A","N/A","N/A",-0.119,146,0.1523,"--","--"
12993,"ILMN_1697773","ZNF517","zinc finger protein 517 (ZNF517), mRNA.","Chr8: 146.005905",7.168,"N/A","N/A","N/A",0.119,146,0.1523,"--","--"
12994,"ILMN_1696120","EIF4E","eukaryotic translation initiation factor 4E (EIF4E), mRNA.","Chr4: 100.069411",6.544,"N/A","N/A","N/A",-0.119,146,0.1524,"--","0.13500000000000001"
12995,"ILMN_1657375","GABRB1","gamma-aminobutyric acid (GABA) A receptor, beta 1 (GABRB1), mRNA.","Chr4: 47.123128",14.155,"N/A","N/A","N/A",-0.119,146,0.1524,"0.42699999999999999","-3.2000000000000001E-2"
12996,"ILMN_1719662","ITLN2","intelectin 2 (ITLN2), mRNA.","Chr1: 159.181490",6.557,"N/A","N/A","N/A",-0.119,146,0.1525,"--","--"
12997,"ILMN_1674661","CIRBP","cold inducible RNA binding protein (CIRBP), mRNA.","Chr19: 1.223846",14.238,"N/A","N/A","N/A",0.119,146,0.1525,"0.45500000000000002","-0.34300000000000003"
12998,"ILMN_1704980","PRNPIP","prion protein interacting protein (PRNPIP), mRNA.","Chr1: 44.593155",7.084,"N/A","N/A","N/A",0.119,146,0.1525,"0.21099999999999999","--"
12999,"ILMN_1686097","TOP2A","topoisomerase (DNA) II alpha 170kDa (TOP2A), mRNA.","Chr17: 35.798592",6.611,"N/A","N/A","N/A",-0.119,146,0.1525,"--","-0.50700000000000001"
13000,"ILMN_1734742","ARHGDIA","Rho GDP dissociation inhibitor (GDI) alpha (ARHGDIA), mRNA.","Chr17: 77.419011",11.444,"N/A","N/A","N/A",0.119,146,0.1526,"0.41399999999999998","--"
13001,"ILMN_1662140","SGPP2","sphingosine-1-phosphate phosphotase 2 (SGPP2), mRNA.","Chr2: 222.997707",6.606,"N/A","N/A","N/A",-0.119,146,0.1526,"--","-0.23799999999999999"
13002,"ILMN_1720930","CMTM4","CKLF-like MARVEL transmembrane domain containing 4 (CMTM4), transcript variant 2, mRNA.","Chr16: 65.213191",6.929,"N/A","N/A","N/A",-0.119,146,0.1527,"--","0.43"
13003,"ILMN_1683307","CXCR4","chemokine (C-X-C motif) receptor 4 (CXCR4), transcript variant 1, mRNA.","Chr2: 136.590220",6.648,"N/A","N/A","N/A",-0.119,146,0.1527,"0.30399999999999999","-0.122"
13004,"ILMN_1770281","ERC1","ELKS/RAB6-interacting/CAST family member 1 (ERC1), transcript variant epsilon, mRNA.","Chr12: 1.091674",6.692,"N/A","N/A","N/A",0.119,146,0.1529,"0.23300000000000001","1.7999999999999999E-2"
13005,"ILMN_1774823","RPL34","ribosomal protein L34 (RPL34), transcript variant 2, mRNA.","Chr4: 109.761267",8.905,"N/A","N/A","N/A",-0.119,146,0.1529,"--","1.0999999999999999E-2"
13006,"ILMN_1774251","ZNF155","zinc finger protein 155 (ZNF155), transcript variant 1, mRNA.","Chr19: 49.180238",6.724,"N/A","N/A","N/A",-0.119,146,0.153,"--","--"
13007,"ILMN_1768717","FANCE","Fanconi anemia, complementation group E (FANCE), mRNA.","Chr6: 35.542666",7.252,"N/A","N/A","N/A",0.119,146,0.153,"0.152","3.4000000000000002E-2"
13008,"ILMN_1656682","AZIN1","antizyme inhibitor 1 (AZIN1), transcript variant 1, mRNA.","Chr8: 103.908092",12.644,"N/A","N/A","N/A",-0.119,146,0.1531,"0.374","9.6000000000000002E-2"
13009,"ILMN_1778160","PFAS","phosphoribosylformylglycinamidine synthase (FGAR amidotransferase) (PFAS), mRNA.","Chr17: 8.114226",8.154,"N/A","N/A","N/A",0.119,146,0.1531,"--","-1.0999999999999999E-2"
13010,"ILMN_1667761","WDR68","WD repeat domain 68 (WDR68), transcript variant 2, mRNA.","Chr17: 59.020293",7.328,"N/A","N/A","N/A",-0.119,146,0.1531,"--","-0.33700000000000002"
13011,"ILMN_1660126","ARR3","arrestin 3, retinal (X-arrestin) (ARR3), mRNA.","ChrX: 69.417151",6.637,"N/A","N/A","N/A",-0.119,146,0.1534,"0.26500000000000001","-0.20100000000000001"
13012,"ILMN_1723443","LRP2","low density lipoprotein-related protein 2 (LRP2), mRNA.","ChrUn: 1.000000",7.019,"N/A","N/A","N/A",0.119,146,0.1534,"0.442","0.30499999999999999"
13013,"ILMN_1673649","HYOU1","hypoxia up-regulated 1 (HYOU1), mRNA.","Chr11: 118.420565",9.416,"N/A","N/A","N/A",-0.119,146,0.1535,"0.52500000000000002","2.5999999999999999E-2"
13014,"ILMN_1655011","SERF1B","small EDRK-rich factor 1B (centromeric) (SERF1B), mRNA.","Chr5: 70.232396",11.415,"N/A","N/A","N/A",0.119,146,0.1536,"--","--"
13015,"ILMN_1708714","C1ORF215","chromosome 1 open reading frame 215 (C1orf215), mRNA.","Chr1: 26.083296",7.126,"N/A","N/A","N/A",-0.119,146,0.1536,"--","--"
13016,"ILMN_1756721","C14ORF155","chromosome 14 open reading frame 155 (C14orf155), mRNA.","Chr14: 44.043692",6.799,"N/A","N/A","N/A",-0.119,146,0.1537,"0.217","--"
13017,"ILMN_1706783","TAGLN","transgelin (TAGLN), transcript variant 1, mRNA.","Chr11: 116.575706",6.519,"N/A","N/A","N/A",-0.119,146,0.1537,"--","3.1E-2"
13018,"ILMN_1758461","ST8SIA2","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 (ST8SIA2), mRNA.","Chr15: 90.812700",6.942,"N/A","N/A","N/A",-0.119,146,0.1538,"--","-0.496"
13019,"ILMN_1724789","CD59","CD59 molecule, complement regulatory protein (CD59), transcript variant 2, mRNA.","Chr11: 33.681376",9.023,"N/A","N/A","N/A",-0.119,146,0.154,"0.42","--"
13020,"ILMN_1779639","IRAK1BP1","interleukin-1 receptor-associated kinase 1 binding protein 1 (IRAK1BP1), mRNA.","Chr6: 79.664394",7.297,"N/A","N/A","N/A",0.119,146,0.154,"0.30399999999999999","-0.35499999999999998"
13021,"ILMN_1813489","RAF1","v-raf-1 murine leukemia viral oncogene homolog 1 (RAF1), mRNA.","Chr3: 12.600320",9.095,"N/A","N/A","N/A",0.119,146,0.1541,"0.34399999999999997","0.13500000000000001"
13022,"ILMN_1739781","GNA11","guanine nucleotide binding protein (G protein), alpha 11 (Gq class) (GNA11), mRNA.","ChrUn: 1.000000",14.355,"N/A","N/A","N/A",0.119,146,0.1541,"0.371","0.35199999999999998"
13023,"ILMN_1727309","FAM82C","family with sequence similarity 82, member C (FAM82C), mRNA.","Chr15: 38.815706",11.78,"N/A","N/A","N/A",0.119,146,0.1541,"0.375","--"
13024,"ILMN_1731714","CREB5","cAMP responsive element binding protein 5 (CREB5), transcript variant 3, mRNA.","Chr7: 28.831667",8.386,"N/A","N/A","N/A",0.119,146,0.1541,"0.255","0.122"
13025,"ILMN_1699249","ZNF649","zinc finger protein 649 (ZNF649), mRNA.","Chr19: 57.084497",7.155,"N/A","N/A","N/A",0.119,146,0.1542,"--","--"
13026,"ILMN_1730851","PDE6C","phosphodiesterase 6C, cGMP-specific, cone, alpha prime (PDE6C), mRNA.","Chr10: 95.415277",8.229,"N/A","N/A","N/A",0.119,146,0.1542,"0.25600000000000001","-0.214"
13027,"ILMN_1708180","PFKM","phosphofructokinase, muscle (PFKM), mRNA.","Chr12: 46.825906",11.126,"N/A","N/A","N/A",-0.119,146,0.1543,"0.47099999999999997","-0.14399999999999999"
13028,"ILMN_1767129","ABCC8","ATP-binding cassette, sub-family C (CFTR/MRP), member 8 (ABCC8), mRNA.","ChrUn: 1.000000",10.548,"N/A","N/A","N/A",-0.118,146,0.1544,"0.34599999999999997","6.0999999999999999E-2"
13029,"ILMN_1735570","HOP","homeodomain-only protein (HOP), transcript variant 1, mRNA.","Chr4: 57.218750",7.514,"N/A","N/A","N/A",0.118,146,0.1544,"0.40100000000000002","--"
13030,"ILMN_1654151","COX6C","cytochrome c oxidase subunit VIc (COX6C), mRNA.","Chr8: 100.973328",15.987,"N/A","N/A","N/A",-0.118,146,0.1547,"0.26700000000000002","0.33300000000000002"
13031,"ILMN_1813243","ANAPC2","anaphase promoting complex subunit 2 (ANAPC2), mRNA.","ChrUn: 1.000000",7.053,"N/A","N/A","N/A",0.118,146,0.1547,"0.32200000000000001","-5.6000000000000001E-2"
13032,"ILMN_1659026","POLR2K","polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa (POLR2K), mRNA.","Chr8: 101.235081",7.137,"N/A","N/A","N/A",-0.118,146,0.1548,"0.38200000000000001","7.5999999999999998E-2"
13033,"ILMN_1698472","MLL3","myeloid/lymphoid or mixed-lineage leukemia 3 (MLL3), transcript variant 2, mRNA.","Chr7: 151.577928",6.783,"N/A","N/A","N/A",-0.118,146,0.1548,"0.308","-0.16300000000000001"
13034,"ILMN_1756734","MYO15A","myosin XVA (MYO15A), mRNA.","ChrUn: 1.000000",6.799,"N/A","N/A","N/A",-0.118,146,0.1548,"0.31900000000000001","--"
13035,"ILMN_1720531","JMJD2B","jumonji domain containing 2B (JMJD2B), mRNA.","Chr19: 5.104323",7.494,"N/A","N/A","N/A",0.118,146,0.155,"0.28599999999999998","2.1000000000000001E-2"
13036,"ILMN_1811363","NOVA1","neuro-oncological ventral antigen 1 (NOVA1), transcript variant 3, mRNA.","Chr14: 26.009363",8.128,"N/A","N/A","N/A",-0.118,146,0.1551,"0.433","-6.0000000000000001E-3"
13037,"ILMN_1763328","GZF1","GDNF-inducible zinc finger protein 1 (GZF1), mRNA.","Chr20: 23.301344",7.024,"N/A","N/A","N/A",-0.118,146,0.1551,"0.315","0.38600000000000001"
13038,"ILMN_1677765","LRP8","low density lipoprotein receptor-related protein 8, apolipoprotein e receptor (LRP8), transcript variant 2, mRNA.","Chr1: 53.484120",9.193,"N/A","N/A","N/A",-0.118,146,0.1551,"--","-0.67700000000000005"
13039,"ILMN_1744126","ING4","inhibitor of growth family, member 4 (ING4), transcript variant 2, mRNA.","Chr12: 6.635272",6.93,"N/A","N/A","N/A",-0.118,146,0.1551,"0.36199999999999999","0.16200000000000001"
13040,"ILMN_1761083","HNRPA3","heterogeneous nuclear ribonucleoprotein A3 (HNRPA3), mRNA.","ChrUn: 1.000000",7.78,"N/A","N/A","N/A",0.118,146,0.1552,"0.34399999999999997","5.8000000000000003E-2"
13041,"ILMN_1780315","PUSL1","pseudouridylate synthase-like 1 (PUSL1), mRNA.","Chr1: 1.236597",7.289,"N/A","N/A","N/A",0.118,146,0.1552,"0.20499999999999999","4.0000000000000001E-3"
13042,"ILMN_1718771","CCDC24","coiled-coil domain containing 24 (CCDC24), mRNA.","Chr1: 44.234655",9.405,"N/A","N/A","N/A",-0.118,146,0.1552,"--","-0.59199999999999997"
13043,"ILMN_1727605","FRK","fyn-related kinase (FRK), mRNA.","Chr6: 116.369422",6.539,"N/A","N/A","N/A",-0.118,146,0.1553,"0.50600000000000001","0.20799999999999999"
13044,"ILMN_1806037","TK1","thymidine kinase 1, soluble (TK1), mRNA.","Chr17: 73.682074",6.774,"N/A","N/A","N/A",0.118,146,0.1553,"--","5.6000000000000001E-2"
13045,"ILMN_1694305","LOC646347","similar to spermine synthase (LOC646347), mRNA.","Chr1: 159.132362",12.016,"N/A","N/A","N/A",-0.118,146,0.1554,"--","--"
13046,"ILMN_1715189","LHX6","LIM homeobox 6 (LHX6), transcript variant 2, mRNA.","Chr9: 124.004927",9.971,"N/A","N/A","N/A",-0.118,146,0.1554,"0.39600000000000002","0.36499999999999999"
13047,"ILMN_1745132","GDF11","growth differentiation factor 11 (GDF11), mRNA.","Chr12: 54.429905",6.905,"N/A","N/A","N/A",0.118,146,0.1555,"0.34899999999999998","0.13400000000000001"
13048,"ILMN_1714176","LOC283487","hypothetical protein LOC283487 (LOC283487), mRNA.","Chr13: 110.314491",6.594,"N/A","N/A","N/A",-0.118,146,0.1556,"--","--"
13049,"ILMN_1652578","TSHB","thyroid stimulating hormone, beta (TSHB), mRNA.","ChrUn: 1.000000",6.721,"N/A","N/A","N/A",-0.118,146,0.1556,"--","-0.57199999999999995"
13050,"ILMN_1708510","LOC651850","similar to nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein (LOC651850), mRNA.","ChrUn: 1.000000",6.878,"N/A","N/A","N/A",0.118,146,0.1556,"--","--"
13051,"ILMN_1659851","LOC389832","similar to chromosome 2 open reading frame 27 (LOC389832), mRNA.","Chr21: 0.108639",6.746,"N/A","N/A","N/A",-0.118,146,0.1557,"--","--"
13052,"ILMN_1725696","ATXN3","ataxin 3 (ATXN3), transcript variant 1, mRNA.","Chr14: 91.598919",7.21,"N/A","N/A","N/A",-0.118,146,0.1557,"0.42499999999999999","0.13200000000000001"
13053,"ILMN_1796180","CRY2","cryptochrome 2 (photolyase-like) (CRY2), mRNA.","Chr11: 45.861231",11.159,"N/A","N/A","N/A",-0.118,146,0.1557,"0.29299999999999998","-0.06"
13054,"ILMN_1796793","MGC2752","hypothetical protein MGC2752 (MGC2752), mRNA.","Chr19: 63.786955",8.16,"N/A","N/A","N/A",0.118,146,0.1559,"--","--"
13055,"ILMN_1812638","ATP5L","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G (ATP5L), nuclear gene encoding mitochondrial protein, mRNA.","Chr11: 117.782904",14.593,"N/A","N/A","N/A",0.118,146,0.1559,"0.217","0.56699999999999995"
13056,"ILMN_1773666","KCNIP4","Kv channel interacting protein 4 (KCNIP4), transcript variant 1, mRNA.","Chr4: 20.369563",8.483,"N/A","N/A","N/A",-0.118,146,0.156,"0.26200000000000001","-2.3E-2"
13057,"ILMN_1809708","KCTD21","potassium channel tetramerisation domain containing 21 (KCTD21), mRNA.","Chr11: 77.560268",7.527,"N/A","N/A","N/A",0.118,146,0.156,"--","0.56799999999999995"
13058,"ILMN_1805925","SCOTIN","scotin (SCOTIN), mRNA.","Chr3: 48.484224",7.225,"N/A","N/A","N/A",-0.118,146,0.1561,"--","0.23100000000000001"
13059,"ILMN_1776104","NDUFS5","NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase) (NDUFS5), mRNA.","Chr1: 39.267039",15.625,"N/A","N/A","N/A",-0.118,146,0.1562,"--","0.35"
13060,"ILMN_1787923","PNPLA2","patatin-like phospholipase domain containing 2 (PNPLA2), mRNA.","Chr11: 0.815034",8.054,"N/A","N/A","N/A",0.118,146,0.1562,"0.34100000000000003","0.37"
13061,"ILMN_1781261","GH1","growth hormone 1 (GH1), transcript variant 5, mRNA.","Chr17: 59.348551",6.727,"N/A","N/A","N/A",-0.118,146,0.1563,"0.41199999999999998","--"
13062,"ILMN_1744611","WDSOF1","WD repeats and SOF1 domain containing (WDSOF1), mRNA.","Chr8: 104.523016",6.84,"N/A","N/A","N/A",-0.118,146,0.1563,"--","-0.03"
13063,"ILMN_1744578","P2RY13","purinergic receptor P2Y, G-protein coupled, 13 (P2RY13), transcript variant 1, mRNA.","Chr3: 152.529575",6.663,"N/A","N/A","N/A",-0.118,146,0.1564,"0.441","-6.7000000000000004E-2"
13064,"ILMN_1760400","C8ORF41","chromosome 8 open reading frame 41 (C8orf41), mRNA.","Chr8: 33.476311",8.435,"N/A","N/A","N/A",-0.118,146,0.1564,"--","--"
13065,"ILMN_1815689","CD46","CD46 molecule, complement regulatory protein (CD46), transcript variant d, mRNA.","Chr1: 206.034699",9.931,"N/A","N/A","N/A",0.118,146,0.1566,"0.45400000000000001","3.9E-2"
13066,"ILMN_1705656","C18ORF16","chromosome 18 open reading frame 16 (C18orf16), mRNA.","Chr18: 22.768941",7.027,"N/A","N/A","N/A",0.118,146,0.1567,"--","--"
13067,"ILMN_1794319","ASIP","agouti signaling protein, nonagouti homolog (mouse) (ASIP), mRNA.","Chr20: 32.314357",6.747,"N/A","N/A","N/A",-0.118,146,0.1567,"--","-0.34399999999999997"
13068,"ILMN_1685077","SNX7","sorting nexin 7 (SNX7), transcript variant 2, mRNA.","Chr1: 98.936891",6.944,"N/A","N/A","N/A",-0.118,146,0.157,"--","0.53"
13069,"ILMN_1709775","CS","citrate synthase (CS), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.","Chr12: 54.978667",6.661,"N/A","N/A","N/A",-0.118,146,0.1571,"0.496","0.33500000000000002"
13070,"ILMN_1738263","PIGU","phosphatidylinositol glycan anchor biosynthesis, class U (PIGU), mRNA.","Chr20: 32.612039",9.535,"N/A","N/A","N/A",0.118,146,0.1572,"0.19600000000000001","8.2000000000000003E-2"
13071,"ILMN_1732873","IPPK","inositol 1,3,4,5,6-pentakisphosphate 2-kinase (IPPK), mRNA.","Chr9: 94.417400",7.222,"N/A","N/A","N/A",0.118,146,0.1572,"0.32900000000000001","0.185"
13072,"ILMN_1714018","C17ORF38","chromosome 17 open reading frame 38 (C17orf38), mRNA.","ChrUn: 1.000000",6.671,"N/A","N/A","N/A",-0.118,146,0.1573,"0.33300000000000002","--"
13073,"ILMN_1811370","HSD11B1","hydroxysteroid (11-beta) dehydrogenase 1 (HSD11B1), transcript variant 1, mRNA.","Chr1: 207.944825",6.957,"N/A","N/A","N/A",-0.118,146,0.1574,"0.35599999999999998","0.73099999999999998"
13074,"ILMN_1797181","LOC93622","hypothetical protein BC006130 (LOC93622), misc RNA.","ChrUn: 1.000000",9.553,"N/A","N/A","N/A",-0.118,146,0.1574,"--","--"
13075,"ILMN_1797169","OR4A47","olfactory receptor, family 4, subfamily A, member 47 (OR4A47), mRNA.","Chr11: 48.467478",6.601,"N/A","N/A","N/A",-0.118,146,0.1574,"--","--"
13076,"ILMN_1700793","LOC727877","similar to Cyclin-L2 (Paneth cell-enhanced expression protein), transcript variant 2 (LOC727877), mRNA.","Chr1: 0.190345",7.862,"N/A","N/A","N/A",0.118,146,0.1574,"--","--"
13077,"ILMN_1798014","EIF2S2","eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa (EIF2S2), mRNA.","Chr20: 32.140076",7.404,"N/A","N/A","N/A",0.118,146,0.1575,"0.34799999999999998","0.28799999999999998"
13078,"ILMN_1788156","EPM2A","epilepsy, progressive myoclonus type 2A, Lafora disease (laforin) (EPM2A), transcript variant 2, mRNA.","Chr6: 145.988528",6.629,"N/A","N/A","N/A",-0.118,146,0.1575,"0.45400000000000001","-7.4999999999999997E-2"
13079,"ILMN_1716026","ARMCX6","armadillo repeat containing, X-linked 6 (ARMCX6), transcript variant 1, mRNA.","ChrX: 100.759165",7.579,"N/A","N/A","N/A",0.118,146,0.1575,"--","-2.8000000000000001E-2"
13080,"ILMN_1796337","UNQ473","DMC (UNQ473), mRNA.","Chr19: 47.624747",6.799,"N/A","N/A","N/A",-0.118,146,0.1575,"0.28199999999999997","--"
13081,"ILMN_1655611","TSHZ2","teashirt family zinc finger 2 (TSHZ2), mRNA.","Chr20: 51.306317",8.424,"N/A","N/A","N/A",-0.118,146,0.1576,"--","0.25800000000000001"
13082,"ILMN_1696528","TAS2R13","taste receptor, type 2, member 13 (TAS2R13), mRNA.","Chr12: 10.952245",6.602,"N/A","N/A","N/A",-0.118,146,0.1576,"--","--"
13083,"ILMN_1802706","IDH3G","isocitrate dehydrogenase 3 (NAD+) gamma (IDH3G), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.","ChrX: 152.704889",11.183,"N/A","N/A","N/A",0.118,146,0.1576,"0.20300000000000001","0.54200000000000004"
13084,"ILMN_1803997","SDCCAG3","serologically defined colon cancer antigen 3 (SDCCAG3), transcript variant 2, mRNA.","Chr9: 138.416407",9.371,"N/A","N/A","N/A",0.118,146,0.1576,"--","-0.47299999999999998"
13085,"ILMN_1707793","MID2","midline 2 (MID2), transcript variant 1, mRNA.","ChrX: 107.047573",6.776,"N/A","N/A","N/A",-0.118,146,0.1577,"0.28399999999999997","0.25800000000000001"
13086,"ILMN_1674508","MDM1","Mdm4, transformed 3T3 cell double minute 1, p53 binding protein (mouse) (MDM1), transcript variant 2, mRNA.","Chr12: 67.005486",6.721,"N/A","N/A","N/A",-0.118,146,0.1577,"0.33500000000000002","-0.68799999999999994"
13087,"ILMN_1759087","OR10V1","olfactory receptor, family 10, subfamily V, member 1 (OR10V1), mRNA.","Chr11: 59.237143",6.625,"N/A","N/A","N/A",-0.118,146,0.1578,"--","--"
13088,"ILMN_1716894","OR2J2","olfactory receptor, family 2, subfamily J, member 2 (OR2J2), mRNA.","Chr6: 29.250279",6.96,"N/A","N/A","N/A",-0.117,146,0.1578,"--","--"
13089,"ILMN_1712115","C21ORF62","chromosome 21 open reading frame 62 (C21orf62), mRNA.","ChrUn: 1.000000",6.827,"N/A","N/A","N/A",-0.117,146,0.1578,"--","--"
13090,"ILMN_1810652","LMBRD2","LMBR1 domain containing 2 (LMBRD2), mRNA.","Chr5: 36.139922",6.873,"N/A","N/A","N/A",-0.117,146,0.158,"--","0.222"
13091,"ILMN_1670695","BACH2","BTB and CNC homology 1, basic leucine zipper transcription factor 2 (BACH2), mRNA.","Chr6: 90.693445",6.932,"N/A","N/A","N/A",-0.117,146,0.1581,"0.38200000000000001","-1.9E-2"
13092,"ILMN_1750404","C17ORF42","chromosome 17 open reading frame 42 (C17orf42), mRNA.","Chr17: 26.250891",6.626,"N/A","N/A","N/A",-0.117,146,0.1581,"--","--"
13093,"ILMN_1669610","C19ORF57","chromosome 19 open reading frame 57 (C19orf57), mRNA.","Chr19: 13.854574",6.737,"N/A","N/A","N/A",-0.117,146,0.1581,"--","--"
13094,"ILMN_1687875","UNC5C","unc-5 homolog C (C. elegans) (UNC5C), mRNA.","Chr4: 96.309252",6.547,"N/A","N/A","N/A",-0.117,146,0.1582,"--","-7.3999999999999996E-2"
13095,"ILMN_1797682","INSL3","insulin-like 3 (Leydig cell) (INSL3), mRNA.","Chr19: 17.788645",6.808,"N/A","N/A","N/A",-0.117,146,0.1583,"0.437","-0.58199999999999996"
13096,"ILMN_1692188","GGTLA4","gamma-glutamyltransferase-like activity 4 (GGTLA4), transcript variant B, mRNA.","Chr20: 23.913795",6.665,"N/A","N/A","N/A",-0.117,146,0.1584,"--","--"
13097,"ILMN_1740648","CYP2D6","cytochrome P450, family 2, subfamily D, polypeptide 6 (CYP2D6), transcript variant 1, mRNA.","Chr22: 40.856717",6.857,"N/A","N/A","N/A",-0.117,146,0.1585,"--","--"
13098,"ILMN_1759729","NDUFA8","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa (NDUFA8), nuclear gene encoding mitochondrial protein, mRNA.","Chr9: 123.946289",14.238,"N/A","N/A","N/A",-0.117,146,0.1585,"--","0.42199999999999999"
13099,"ILMN_1811043","C6ORF188","chromosome 6 open reading frame 188 (C6orf188), mRNA.","Chr6: 116.944032",6.887,"N/A","N/A","N/A",-0.117,146,0.1587,"--","--"
13100,"ILMN_1802146","ZNF74","zinc finger protein 74 (ZNF74), transcript variant 2, transcribed RNA.","ChrUn: 1.000000",7.045,"N/A","N/A","N/A",0.117,146,0.1587,"--","--"
13101,"ILMN_1674723","CNNM2","cyclin M2 (CNNM2), transcript variant 1, mRNA.","Chr10: 104.821530",6.879,"N/A","N/A","N/A",-0.117,146,0.1587,"0.43","0.41899999999999998"
13102,"ILMN_1696845","GRLF1","glucocorticoid receptor DNA binding factor 1 (GRLF1), mRNA.","Chr19: 52.195641",6.921,"N/A","N/A","N/A",-0.117,146,0.1588,"0.379","0.109"
13103,"ILMN_1679185","LEF1","lymphoid enhancer-binding factor 1 (LEF1), mRNA.","Chr4: 109.188592",7.621,"N/A","N/A","N/A",0.117,146,0.1589,"0.35599999999999998","-0.28899999999999998"
13104,"ILMN_1674373","C10ORF27","chromosome 10 open reading frame 27 (C10orf27), mRNA.","Chr10: 72.201060",6.693,"N/A","N/A","N/A",-0.117,146,0.1589,"--","--"
13105,"ILMN_1658815","GPR126","G protein-coupled receptor 126 (GPR126), transcript variant a1, mRNA.","Chr6: 142.808572",6.825,"N/A","N/A","N/A",-0.117,146,0.1589,"0.35799999999999998","3.5000000000000003E-2"
13106,"ILMN_1705655","STXBP6","syntaxin binding protein 6 (amisyn) (STXBP6), mRNA.","Chr14: 24.358098",8.785,"N/A","N/A","N/A",0.117,146,0.1589,"--","0.38700000000000001"
13107,"ILMN_1756992","MUC1","mucin 1, cell surface associated (MUC1), transcript variant 3, mRNA.","Chr1: 153.424925",7.367,"N/A","N/A","N/A",0.117,146,0.1589,"0.41","-0.253"
