"Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r"
7951,"ILMN_1673522","MOCOS","molybdenum cofactor sulfurase (MOCOS), mRNA.","Chr18: 32.094114",6.958,"N/A","N/A","N/A",-0.206,146,0.01269,"--","0.53200000000000003"
7952,"ILMN_1790228","FURIN","furin (paired basic amino acid cleaving enzyme) (FURIN), mRNA.","Chr15: 89.227338",7.593,"N/A","N/A","N/A",-0.206,146,0.01269,"0.34399999999999997","0.69799999999999995"
7953,"ILMN_1675898","SH3BP5","SH3-domain binding protein 5 (BTK-associated) (SH3BP5), transcript variant 1, mRNA.","ChrUn: 1.000000",6.766,"N/A","N/A","N/A",0.206,146,0.0127,"0.30599999999999999","3.7999999999999999E-2"
7954,"ILMN_1723374","GRPR","gastrin-releasing peptide receptor (GRPR), mRNA.","ChrX: 16.080706",6.669,"N/A","N/A","N/A",-0.206,146,0.01271,"0.622","0.16600000000000001"
7955,"ILMN_1803454","PCGF3","polycomb group ring finger 3 (PCGF3), mRNA.","Chr4: 0.754080",6.732,"N/A","N/A","N/A",-0.206,146,0.01271,"--","0.39700000000000002"
7956,"ILMN_1803338","CCDC80","coiled-coil domain containing 80 (CCDC80), transcript variant 1, mRNA.","Chr3: 113.842043",6.849,"N/A","N/A","N/A",0.206,146,0.01271,"0.23200000000000001","0.35"
7957,"ILMN_1783231","PLEKHB1","pleckstrin homology domain containing, family B (evectins) member 1 (PLEKHB1), mRNA.","Chr11: 73.051246",12.721,"N/A","N/A","N/A",0.206,146,0.01274,"0.34499999999999997","-3.1E-2"
7958,"ILMN_1812445","PRPSAP2","phosphoribosyl pyrophosphate synthetase-associated protein 2 (PRPSAP2), mRNA.","Chr17: 18.774754",10.962,"N/A","N/A","N/A",0.206,146,0.01274,"--","-0.27"
7959,"ILMN_1662896","BRWD2","bromodomain and WD repeat domain containing 2 (BRWD2), mRNA.","Chr10: 122.658290",8.912,"N/A","N/A","N/A",0.206,146,0.01274,"--","-1.2E-2"
7960,"ILMN_1804935","VNN3","vanin 3 (VNN3), transcript variant 1, mRNA.","Chr6: 133.085777",6.748,"N/A","N/A","N/A",-0.206,146,0.01275,"--","0.57999999999999996"
7961,"ILMN_1797384","UROS","uroporphyrinogen III synthase (congenital erythropoietic porphyria) (UROS), mRNA.","Chr10: 127.467199",11.84,"N/A","N/A","N/A",0.206,146,0.01275,"--","0.23300000000000001"
7962,"ILMN_1792186","KCNK16","potassium channel, subfamily K, member 16 (KCNK16), mRNA.","Chr6: 39.390531",6.751,"N/A","N/A","N/A",-0.206,146,0.01275,"0.184","-1.4999999999999999E-2"
7963,"ILMN_1680726","SYTL5","synaptotagmin-like 5 (SYTL5), mRNA.","ChrX: 37.870818",6.779,"N/A","N/A","N/A",-0.206,146,0.01277,"--","-0.32"
7964,"ILMN_1797852","ESPNL","espin-like (ESPNL), mRNA.","Chr2: 238.706433",6.853,"N/A","N/A","N/A",-0.206,146,0.01277,"--","-0.21299999999999999"
7965,"ILMN_1680899","TTLL3","tubulin tyrosine ligase-like family, member 3 (TTLL3), transcript variant 2, mRNA.","Chr3: 9.837157",7.116,"N/A","N/A","N/A",0.206,146,0.01277,"--","-0.65400000000000003"
7966,"ILMN_1664168","SLC25A11","solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11 (SLC25A11), mRNA.","Chr17: 4.781429",8.731,"N/A","N/A","N/A",-0.206,146,0.01278,"--","0.44"
7967,"ILMN_1652716","THEX1","three prime histone mRNA exonuclease 1 (THEX1), mRNA.","Chr8: 8.925716",6.757,"N/A","N/A","N/A",-0.206,146,0.01278,"0.377","-0.17"
7968,"ILMN_1749402","CACNG5","calcium channel, voltage-dependent, gamma subunit 5 (CACNG5), transcript variant 2, mRNA.","Chr17: 62.311189",6.774,"N/A","N/A","N/A",-0.206,146,0.01279,"0.21199999999999999","-0.374"
7969,"ILMN_1762713","C19ORF59","chromosome 19 open reading frame 59 (C19orf59), mRNA.","ChrUn: 1.000000",6.731,"N/A","N/A","N/A",-0.206,146,0.01279,"--","--"
7970,"ILMN_1808846","TBKBP1","TBK1 binding protein 1 (TBKBP1), mRNA.","Chr17: 43.144082",7.336,"N/A","N/A","N/A",-0.206,146,0.01281,"--","7.0000000000000001E-3"
7971,"ILMN_1767508","TMPRSS4","transmembrane protease, serine 4 (TMPRSS4), transcript variant 1, mRNA.","Chr11: 117.491127",6.826,"N/A","N/A","N/A",-0.206,146,0.01282,"--","-0.121"
7972,"ILMN_1701441","EDG2","endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 2 (EDG2), transcript variant 1, mRNA.","Chr9: 112.675936",9.775,"N/A","N/A","N/A",0.206,146,0.01282,"0.59599999999999997","-0.14699999999999999"
7973,"ILMN_1732705","HCFC1","host cell factor C1 (VP16-accessory protein) (HCFC1), mRNA.","ChrUn: 1.000000",11.263,"N/A","N/A","N/A",-0.206,146,0.01282,"0.33900000000000002","-5.0999999999999997E-2"
7974,"ILMN_1688372","C3ORF17","chromosome 3 open reading frame 17 (C3orf17), transcript variant 1, mRNA.","Chr3: 114.204025",7.322,"N/A","N/A","N/A",-0.206,146,0.01283,"0.19500000000000001","--"
7975,"ILMN_1800317","WNT5A","wingless-type MMTV integration site family, member 5A (WNT5A), mRNA.","Chr3: 55.475376",6.906,"N/A","N/A","N/A",0.206,146,0.01283,"--","0.13400000000000001"
7976,"ILMN_1720935","NRXN3","neurexin 3 (NRXN3), transcript variant beta, mRNA.","Chr14: 79.400196",14.305,"N/A","N/A","N/A",-0.206,146,0.01283,"0.48599999999999999","-0.29899999999999999"
7977,"ILMN_1754207","PLAC1","placenta-specific 1 (PLAC1), mRNA.","ChrX: 133.527825",6.899,"N/A","N/A","N/A",-0.205,146,0.01285,"0.44","-0.49099999999999999"
7978,"ILMN_1705735","C9ORF131","chromosome 9 open reading frame 131 (C9orf131), transcript variant 2, mRNA.","Chr9: 35.035893",6.881,"N/A","N/A","N/A",-0.205,146,0.01286,"--","--"
7979,"ILMN_1678293","SULT1A4","sulfotransferase family, cytosolic, 1A, phenol-preferring, member 4 (SULT1A4), transcript variant 2, mRNA.","Chr16: 29.378695",6.838,"N/A","N/A","N/A",-0.205,146,0.01286,"--","--"
7980,"ILMN_1795104","ACADS","acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain (ACADS), nuclear gene encoding mitochondrial protein, mRNA.","Chr12: 119.661840",7.011,"N/A","N/A","N/A",0.205,146,0.01286,"0.56699999999999995","0.71799999999999997"
7981,"ILMN_1667030","HSBP1","heat shock factor binding protein 1 (HSBP1), mRNA.","Chr16: 82.403903",13.483,"N/A","N/A","N/A",0.205,146,0.01287,"0.25800000000000001","-8.6999999999999994E-2"
7982,"ILMN_1808249","MS4A8B","membrane-spanning 4-domains, subfamily A, member 8B (MS4A8B), mRNA.","Chr11: 60.239514",6.688,"N/A","N/A","N/A",-0.205,146,0.01287,"0.28000000000000003","--"
7983,"ILMN_1708093","ARHGEF5","Rho guanine nucleotide exchange factor (GEF) 5 (ARHGEF5), mRNA.","Chr7: 143.708367",6.778,"N/A","N/A","N/A",-0.205,146,0.01288,"0.21299999999999999","0.20799999999999999"
7984,"ILMN_1689043","DRD5","dopamine receptor D5 (DRD5), mRNA.","Chr4: 9.394379",6.779,"N/A","N/A","N/A",-0.205,146,0.01288,"0.73099999999999998","0.125"
7985,"ILMN_1736954","ZBTB7B","zinc finger and BTB domain containing 7B (ZBTB7B), mRNA.","Chr1: 153.255891",6.782,"N/A","N/A","N/A",-0.205,146,0.01289,"--","0.39100000000000001"
7986,"ILMN_1748004","PAEP","progestagen-associated endometrial protein (placental protein 14, pregnancy-associated endometrial alpha-2-globulin, alpha uterine protein) (PAEP), transcript variant 2, mRNA.","Chr9: 137.597462",6.782,"N/A","N/A","N/A",-0.205,146,0.0129,"--","--"
7987,"ILMN_1808122","LOC652377","similar to C1q and tumor necrosis factor related protein 4 (LOC652377), mRNA.","ChrUn: 1.000000",12.465,"N/A","N/A","N/A",0.205,146,0.01291,"--","--"
7988,"ILMN_1779078","OR4D11","olfactory receptor, family 4, subfamily D, member 11 (OR4D11), mRNA.","Chr11: 59.028160",6.812,"N/A","N/A","N/A",-0.205,146,0.01291,"--","--"
7989,"ILMN_1771841","FOSL1","FOS-like antigen 1 (FOSL1), mRNA.","Chr11: 65.416554",6.904,"N/A","N/A","N/A",-0.205,146,0.01291,"0.41499999999999998","0.218"
7990,"ILMN_1651712","RBM11","RNA binding motif protein 11 (RBM11), mRNA.","Chr21: 14.521858",7.183,"N/A","N/A","N/A",0.205,146,0.01291,"--","-3.4000000000000002E-2"
7991,"ILMN_1803147","CRB1","crumbs homolog 1 (Drosophila) (CRB1), transcript variant 1, mRNA.","Chr1: 195.678111",7.705,"N/A","N/A","N/A",-0.205,146,0.01292,"0.39300000000000002","-0.26200000000000001"
7992,"ILMN_1755631","WISP3","WNT1 inducible signaling pathway protein 3 (WISP3), transcript variant 3, mRNA.","Chr6: 112.482181",6.676,"N/A","N/A","N/A",-0.205,146,0.01292,"--","0.49"
7993,"ILMN_1743966","BCL9L","B-cell CLL/lymphoma 9-like (BCL9L), mRNA.","ChrUn: 1.000000",7.647,"N/A","N/A","N/A",-0.205,146,0.01293,"0.27300000000000002","0.38"
7994,"ILMN_1788013","RTP4","receptor (chemosensory) transporter protein 4 (RTP4), mRNA.","Chr3: 188.571735",6.827,"N/A","N/A","N/A",-0.205,146,0.01293,"0.33100000000000002","0.38"
7995,"ILMN_1686587","GTPBP3","GTP binding protein 3 (mitochondrial) (GTPBP3), transcript variant IV, mRNA.","Chr19: 17.310855",6.888,"N/A","N/A","N/A",-0.205,146,0.01294,"0.32200000000000001","0.21199999999999999"
7996,"ILMN_1669123","C1ORF187","chromosome 1 open reading frame 187 (C1orf187), mRNA.","Chr1: 11.708294",6.939,"N/A","N/A","N/A",-0.205,146,0.01294,"0.28399999999999997","0.125"
7997,"ILMN_1718607","TSPAN4","tetraspanin 4 (TSPAN4), transcript variant 4, mRNA.","Chr11: 0.857045",9.774,"N/A","N/A","N/A",-0.205,146,0.01294,"--","0.57299999999999995"
7998,"ILMN_1773380","UNC13D","unc-13 homolog D (C. elegans) (UNC13D), mRNA.","ChrUn: 1.000000",6.896,"N/A","N/A","N/A",-0.205,146,0.01294,"--","-0.27900000000000003"
7999,"ILMN_1729191","CYP2C19","cytochrome P450, family 2, subfamily C, polypeptide 19 (CYP2C19), mRNA.","Chr10: 96.602577",6.717,"N/A","N/A","N/A",-0.205,146,0.01295,"--","--"
8000,"ILMN_1684964","ZNF212","zinc finger protein 212 (ZNF212), mRNA.","Chr7: 148.583483",8.52,"N/A","N/A","N/A",-0.205,146,0.01295,"--","--"
8001,"ILMN_1813893","DDX43","DEAD (Asp-Glu-Ala-Asp) box polypeptide 43 (DDX43), mRNA.","Chr6: 74.181113",6.933,"N/A","N/A","N/A",-0.205,146,0.01296,"--","--"
8002,"ILMN_1727537","SIX3","sine oculis homeobox homolog 3 (Drosophila) (SIX3), mRNA.","ChrUn: 1.000000",6.994,"N/A","N/A","N/A",-0.205,146,0.01297,"0.44800000000000001","-7.0999999999999994E-2"
8003,"ILMN_1776267","CLN6","ceroid-lipofuscinosis, neuronal 6, late infantile, variant (CLN6), mRNA.","Chr15: 66.286727",7.094,"N/A","N/A","N/A",-0.205,146,0.01297,"0.40300000000000002","-0.45600000000000002"
8004,"ILMN_1651228","RPS28","ribosomal protein S28 (RPS28), mRNA.","Chr19: 8.293227",16.049,"N/A","N/A","N/A",-0.205,146,0.01298,"0.23799999999999999","-3.5999999999999997E-2"
8005,"ILMN_1744056","TAAR1","trace amine associated receptor 1 (TAAR1), mRNA.","Chr6: 133.008572",6.752,"N/A","N/A","N/A",-0.205,146,0.01299,"--","0.16200000000000001"
8006,"ILMN_1759206","PLS1","plastin 1 (I isoform) (PLS1), mRNA.","Chr3: 143.914464",6.776,"N/A","N/A","N/A",-0.205,146,0.01299,"0.33400000000000002","--"
8007,"ILMN_1793712","SCAMP3","secretory carrier membrane protein 3 (SCAMP3), transcript variant 2, mRNA.","Chr1: 153.492474",9.895,"N/A","N/A","N/A",0.205,146,0.01299,"0.3","0.50700000000000001"
8008,"ILMN_1741577","CNR2","cannabinoid receptor 2 (macrophage) (CNR2), mRNA.","Chr1: 24.073288",6.845,"N/A","N/A","N/A",-0.205,146,0.01301,"0.39900000000000002","0.11"
8009,"ILMN_1790181","PDCL2","phosducin-like 2 (PDCL2), mRNA.","Chr4: 56.117593",6.831,"N/A","N/A","N/A",-0.205,146,0.01301,"0.26900000000000002","6.0999999999999999E-2"
8010,"ILMN_1795021","CNTNAP4","contactin associated protein-like 4 (CNTNAP4), transcript variant 2, mRNA.","Chr16: 75.081086",6.822,"N/A","N/A","N/A",0.205,146,0.01301,"0.22","-0.28199999999999997"
8011,"ILMN_1726434","UNC45A","unc-45 homolog A (C. elegans) (UNC45A), transcript variant 2, mRNA.","Chr15: 89.298045",9.361,"N/A","N/A","N/A",-0.205,146,0.01304,"--","0.125"
8012,"ILMN_1740383","NRL","neural retina leucine zipper (NRL), mRNA.","ChrUn: 1.000000",6.761,"N/A","N/A","N/A",-0.205,146,0.01304,"0.30299999999999999","-0.22700000000000001"
8013,"ILMN_1757036","AQP12A","aquaporin 12A (AQP12A), mRNA.","Chr2: 241.286527",6.937,"N/A","N/A","N/A",-0.205,146,0.01307,"--","--"
8014,"ILMN_1683752","LHX6","LIM homeobox 6 (LHX6), transcript variant 1, mRNA.","Chr9: 124.011739",6.981,"N/A","N/A","N/A",-0.205,146,0.01308,"0.39600000000000002","0.36499999999999999"
8015,"ILMN_1758266","PRLH","prolactin releasing hormone (PRLH), mRNA.","Chr2: 238.140042",6.743,"N/A","N/A","N/A",-0.205,146,0.0131,"0.46300000000000002","--"
8016,"ILMN_1754262","SLC6A9","solute carrier family 6 (neurotransmitter transporter, glycine), member 9 (SLC6A9), transcript variant 3, mRNA.","Chr1: 44.269606",6.93,"N/A","N/A","N/A",-0.205,146,0.0131,"--","0.122"
8017,"ILMN_1763638","BCAR3","breast cancer anti-estrogen resistance 3 (BCAR3), mRNA.","Chr1: 93.800386",8.02,"N/A","N/A","N/A",0.205,146,0.0131,"0.30199999999999999","0.38100000000000001"
8018,"ILMN_1793203","SMCR7L","Smith-Magenis syndrome chromosome region, candidate 7-like (SMCR7L), mRNA.","Chr22: 38.243959",9.943,"N/A","N/A","N/A",-0.205,146,0.01311,"--","-0.124"
8019,"ILMN_1721564","C3ORF24","chromosome 3 open reading frame 24 (C3orf24), mRNA.","Chr3: 10.121099",6.765,"N/A","N/A","N/A",-0.205,146,0.01311,"0.23699999999999999","--"
8020,"ILMN_1753468","CD63","CD63 antigen (melanoma 1 antigen) (CD63), mRNA.","Chr12: 54.405900",8.544,"N/A","N/A","N/A",0.205,146,0.01312,"0.34699999999999998","0.151"
8021,"ILMN_1803818","NMNAT2","nicotinamide nucleotide adenylyltransferase 2 (NMNAT2), transcript variant 2, mRNA.","Chr1: 181.484199",12.487,"N/A","N/A","N/A",-0.205,146,0.01313,"0.35299999999999998","-4.5999999999999999E-2"
8022,"ILMN_1674659","OR56B4","olfactory receptor, family 56, subfamily B, member 4 (OR56B4), mRNA.","Chr11: 6.086429",6.725,"N/A","N/A","N/A",-0.205,146,0.01313,"--","--"
8023,"ILMN_1792419","FRMD7","FERM domain containing 7 (FRMD7), mRNA.","ChrX: 131.039007",6.655,"N/A","N/A","N/A",-0.205,146,0.01313,"0.38600000000000001","-4.3999999999999997E-2"
8024,"ILMN_1662126","MATN4","matrilin 4 (MATN4), transcript variant 2, mRNA.","Chr20: 43.355999",6.817,"N/A","N/A","N/A",-0.205,146,0.01314,"0.28799999999999998","-4.2999999999999997E-2"
8025,"ILMN_1692535","DPP4","dipeptidyl-peptidase 4 (CD26, adenosine deaminase complexing protein 2) (DPP4), mRNA.","Chr2: 162.557231",6.705,"N/A","N/A","N/A",-0.205,146,0.01314,"0.48399999999999999","0.45100000000000001"
8026,"ILMN_1731621","RXFP3","relaxin/insulin-like family peptide receptor 3 (RXFP3), mRNA.","Chr5: 33.973824",6.733,"N/A","N/A","N/A",-0.205,146,0.01314,"0.57499999999999996","-0.307"
8027,"ILMN_1667985","NTNG2","netrin G2 (NTNG2), mRNA.","Chr9: 134.107742",8.83,"N/A","N/A","N/A",0.205,146,0.01315,"0.41","-0.109"
8028,"ILMN_1791447","CXCL12","chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1) (CXCL12), transcript variant 1, mRNA.","Chr10: 44.192985",7.346,"N/A","N/A","N/A",0.205,146,0.01315,"0.314","0.46400000000000002"
8029,"ILMN_1715301","FXYD2","FXYD domain containing ion transport regulator 2 (FXYD2), transcript variant b, mRNA.","Chr11: 117.203920",6.662,"N/A","N/A","N/A",-0.205,146,0.01315,"0.42899999999999999","2.4E-2"
8030,"ILMN_1678627","RUFY4","RUN and FYVE domain containing 4 (RUFY4), mRNA.","Chr2: 218.663328",6.999,"N/A","N/A","N/A",-0.205,146,0.01315,"--","0.32"
8031,"ILMN_1734596","MTAC2D1","membrane targeting (tandem) C2 domain containing 1 (MTAC2D1), mRNA.","Chr14: 91.316536",6.842,"N/A","N/A","N/A",-0.205,146,0.01315,"--","0.36499999999999999"
8032,"ILMN_1663665","FLJ46082","FLJ46082 protein (FLJ46082), mRNA.","Chr9: 134.438353",7.124,"N/A","N/A","N/A",-0.205,146,0.01316,"--","--"
8033,"ILMN_1756852","AUP1","ancient ubiquitous protein 1 (AUP1), transcript variant 1, mRNA.","Chr2: 74.609631",6.767,"N/A","N/A","N/A",-0.205,146,0.01316,"0.26400000000000001","0.109"
8034,"ILMN_1710243","OR1F1","olfactory receptor, family 1, subfamily F, member 1 (OR1F1), mRNA.","Chr16: 3.195003",7.077,"N/A","N/A","N/A",-0.205,146,0.01316,"--","--"
8035,"ILMN_1668821","LAMP1","lysosomal-associated membrane protein 1 (LAMP1), mRNA.","ChrUn: 1.000000",15.972,"N/A","N/A","N/A",0.205,146,0.01316,"0.35299999999999998","0.70899999999999996"
8036,"ILMN_1769876","TBC1D2","TBC1 domain family, member 2 (TBC1D2), mRNA.","Chr9: 100.001298",7.636,"N/A","N/A","N/A",0.205,146,0.01317,"--","-0.221"
8037,"ILMN_1754658","CDRT1","CMT1A duplicated region transcript 1 (CDRT1), mRNA.","Chr17: 15.437468",6.855,"N/A","N/A","N/A",-0.205,146,0.01317,"--","--"
8038,"ILMN_1801987","OR3A3","olfactory receptor, family 3, subfamily A, member 3 (OR3A3), mRNA.","Chr17: 3.271508",6.686,"N/A","N/A","N/A",-0.205,146,0.01317,"--","--"
8039,"ILMN_1758371","IL1R2","interleukin 1 receptor, type II (IL1R2), transcript variant 1, mRNA.","Chr2: 101.974814",6.755,"N/A","N/A","N/A",-0.205,146,0.01319,"0.436","-0.10199999999999999"
8040,"ILMN_1703980","MAB21L1","mab-21-like 1 (C. elegans) (MAB21L1), mRNA.","Chr13: 34.946987",7.043,"N/A","N/A","N/A",-0.205,146,0.01319,"0.26200000000000001","0.38500000000000001"
8041,"ILMN_1701393","TBX3","T-box 3 (ulnar mammary syndrome) (TBX3), transcript variant 2, mRNA.","Chr12: 113.602106",7.011,"N/A","N/A","N/A",-0.205,146,0.0132,"--","0.33100000000000002"
8042,"ILMN_1742467","LOC442213","similar to dJ402H5.2 (novel protein similar to worm and fly proteins) (LOC442213), mRNA.","Chr6: 47.954156",7.025,"N/A","N/A","N/A",-0.205,146,0.0132,"--","--"
8043,"ILMN_1694007","ADRB3","adrenergic, beta-3-, receptor (ADRB3), mRNA.","Chr8: 37.939954",6.754,"N/A","N/A","N/A",-0.205,146,0.01321,"0.42399999999999999","0.495"
8044,"ILMN_1716480","ACD","adrenocortical dysplasia homolog (mouse) (ACD), mRNA.","Chr16: 66.249183",9.163,"N/A","N/A","N/A",-0.205,146,0.01322,"0.26","-0.224"
8045,"ILMN_1689425","DNAJB13","DnaJ (Hsp40) related, subfamily B, member 13 (DNAJB13), mRNA.","Chr11: 73.358683",6.815,"N/A","N/A","N/A",-0.205,146,0.01322,"0.27900000000000003","-0.52500000000000002"
8046,"ILMN_1654598","IQCA","IQ motif containing with AAA domain (IQCA), mRNA.","Chr2: 236.897978",7.12,"N/A","N/A","N/A",0.205,146,0.01323,"--","-0.41099999999999998"
8047,"ILMN_1760889","ALS2CR8","amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 8 (ALS2CR8), mRNA.","ChrUn: 1.000000",7.098,"N/A","N/A","N/A",0.205,146,0.01323,"0.38","--"
8048,"ILMN_1672554","C17ORF81","chromosome 17 open reading frame 81 (C17orf81), transcript variant 4, mRNA.","Chr17: 7.103805",7.84,"N/A","N/A","N/A",-0.205,146,0.01323,"0.27100000000000002","--"
8049,"ILMN_1661636","ZMYM2","zinc finger, MYM-type 2 (ZMYM2), mRNA.","Chr13: 19.558234",8.263,"N/A","N/A","N/A",0.205,146,0.01324,"--","-0.53100000000000003"
8050,"ILMN_1660633","CAMK2N2","calcium/calmodulin-dependent protein kinase II inhibitor 2 (CAMK2N2), mRNA.","Chr3: 185.459954",9.982,"N/A","N/A","N/A",-0.205,146,0.01324,"0.29299999999999998","-0.20300000000000001"
8051,"ILMN_1746091","C11ORF71","chromosome 11 open reading frame 71 (C11orf71), mRNA.","Chr11: 113.775041",8.04,"N/A","N/A","N/A",0.205,146,0.01325,"--","--"
8052,"ILMN_1786908","KRTAP26-1","keratin associated protein (KRTAP26-1), mRNA.","Chr21: 30.613581",6.7,"N/A","N/A","N/A",-0.205,146,0.01325,"--","-3.9E-2"
8053,"ILMN_1763464","SLC25A42","solute carrier family 25, member 42 (SLC25A42), mRNA.","Chr19: 19.084146",7.253,"N/A","N/A","N/A",-0.205,146,0.01325,"--","0.72399999999999998"
8054,"ILMN_1768979","C20ORF173","chromosome 20 open reading frame 173 (C20orf173), mRNA.","Chr20: 33.578377",6.68,"N/A","N/A","N/A",-0.205,146,0.01327,"--","--"
8055,"ILMN_1691295","PVRL1","poliovirus receptor-related 1 (herpesvirus entry mediator C; nectin) (PVRL1), transcript variant 2, mRNA.","Chr11: 119.014074",6.933,"N/A","N/A","N/A",-0.205,146,0.01327,"0.35299999999999998","0.221"
8056,"ILMN_1789467","VMAC","vimentin-type IF-associated coiled-coil protein (VMAC), mRNA.","Chr19: 5.860235",6.998,"N/A","N/A","N/A",-0.205,146,0.01328,"--","--"
8057,"ILMN_1679809","GSTP1","glutathione S-transferase pi (GSTP1), mRNA.","Chr11: 67.110568",12.738,"N/A","N/A","N/A",0.204,146,0.01329,"--","0.68600000000000005"
8058,"ILMN_1735471","ACHE","acetylcholinesterase (YT blood group) (ACHE), transcript variant E4-E5, mRNA.","Chr7: 100.325559",7.077,"N/A","N/A","N/A",-0.204,146,0.0133,"0.34699999999999998","-0.26100000000000001"
8059,"ILMN_1721218","KRT13","keratin 13 (KRT13), transcript variant 2, mRNA.","Chr17: 36.911055",6.684,"N/A","N/A","N/A",-0.204,146,0.01331,"0.29499999999999998","-0.218"
8060,"ILMN_1744613","CXORF53","chromosome X open reading frame 53 (CXorf53), transcript variant 1, mRNA.","ChrX: 154.004295",7.157,"N/A","N/A","N/A",-0.204,146,0.01331,"0.222","--"
8061,"ILMN_1807525","CNTD2","cyclin N-terminal domain containing 2 (CNTD2), mRNA.","Chr19: 45.420261",7.352,"N/A","N/A","N/A",-0.204,146,0.01333,"--","--"
8062,"ILMN_1688281","HTR3B","5-hydroxytryptamine (serotonin) receptor 3B (HTR3B), mRNA.","Chr11: 113.322143",7.324,"N/A","N/A","N/A",-0.204,146,0.01333,"0.47899999999999998","0.223"
8063,"ILMN_1692903","ZNF663","zinc finger protein 663 (ZNF663), mRNA.","Chr20: 44.476556",7.614,"N/A","N/A","N/A",-0.204,146,0.01336,"--","--"
8064,"ILMN_1671046","HSPB2","heat shock 27kDa protein 2 (HSPB2), mRNA.","Chr11: 111.289806",9.074,"N/A","N/A","N/A",-0.204,146,0.01336,"0.377","0.14199999999999999"
8065,"ILMN_1750097","CLDN19","claudin 19 (CLDN19), mRNA.","Chr1: 42.971716",6.86,"N/A","N/A","N/A",-0.204,146,0.01337,"0.314","0.214"
8066,"ILMN_1695472","MRPL10","mitochondrial ribosomal protein L10 (MRPL10), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.","Chr17: 43.255668",6.893,"N/A","N/A","N/A",-0.204,146,0.01337,"0.22900000000000001","0.66"
8067,"ILMN_1793616","RNF38","ring finger protein 38 (RNF38), transcript variant 3, mRNA.","Chr9: 36.326677",11.017,"N/A","N/A","N/A",-0.204,146,0.01339,"0.23","-0.61399999999999999"
8068,"ILMN_1793850","SEZ6L2","seizure related 6 homolog (mouse)-like 2 (SEZ6L2), transcript variant 2, mRNA.","Chr16: 29.804408",7.548,"N/A","N/A","N/A",0.204,146,0.0134,"0.44800000000000001","-0.17299999999999999"
8069,"ILMN_1749081","AUTS2","autism susceptibility candidate 2 (AUTS2), mRNA.","Chr7: 69.895702",10.757,"N/A","N/A","N/A",-0.204,146,0.0134,"--","-7.1999999999999995E-2"
8070,"ILMN_1704973","SARDH","sarcosine dehydrogenase (SARDH), mRNA.","Chr9: 135.518850",6.874,"N/A","N/A","N/A",-0.204,146,0.01341,"--","0.66600000000000004"
8071,"ILMN_1691693","FCRL3","Fc receptor-like 3 (FCRL3), transcript variant 2, mRNA.","Chr1: 155.913075",6.979,"N/A","N/A","N/A",-0.204,146,0.01341,"--","--"
8072,"ILMN_1698213","RBM3","RNA binding motif (RNP1, RRM) protein 3 (RBM3), transcript variant 3, mRNA.","ChrX: 48.319749",7.211,"N/A","N/A","N/A",0.204,146,0.01342,"0.443","-0.20599999999999999"
8073,"ILMN_1688417","MYL2","myosin, light polypeptide 2, regulatory, cardiac, slow (MYL2), mRNA.","Chr12: 109.833309",6.765,"N/A","N/A","N/A",-0.204,146,0.01342,"0.39","0.28199999999999997"
8074,"ILMN_1810533","SLC6A15","solute carrier family 6, member 15 (SLC6A15), transcript variant 1, mRNA.","Chr12: 83.777831",9.298,"N/A","N/A","N/A",-0.204,146,0.01342,"--","-8.0000000000000002E-3"
8075,"ILMN_1678234","MGC44328","hypothetical gene supported by BC033985 (MGC44328), mRNA.","Chr20: 18.309796",6.706,"N/A","N/A","N/A",-0.204,146,0.01344,"--","--"
8076,"ILMN_1659206","RARA","retinoic acid receptor, alpha (RARA), transcript variant 1, mRNA.","Chr17: 35.767340",10.245,"N/A","N/A","N/A",-0.204,146,0.01344,"0.28699999999999998","0.123"
8077,"ILMN_1655639","CSF3","colony stimulating factor 3 (granulocyte) (CSF3), transcript variant 2, mRNA.","Chr17: 35.427429",6.937,"N/A","N/A","N/A",-0.204,146,0.01345,"0.41","0.16"
8078,"ILMN_1794632","POLR1B","polymerase (RNA) I polypeptide B, 128kDa (POLR1B), mRNA.","Chr2: 113.051367",7.689,"N/A","N/A","N/A",-0.204,146,0.01345,"0.32100000000000001","--"
8079,"ILMN_1754521","SMAD2","SMAD family member 2 (SMAD2), transcript variant 1, mRNA.","ChrUn: 1.000000",6.658,"N/A","N/A","N/A",-0.204,146,0.01346,"--","0.34599999999999997"
8080,"ILMN_1696035","C12ORF8","chromosome 12 open reading frame 8 (C12orf8), mRNA.","Chr12: 110.944728",6.679,"N/A","N/A","N/A",-0.204,146,0.01346,"0.36299999999999999","--"
8081,"ILMN_1664795","PREI3","preimplantation protein 3 (PREI3), transcript variant 1, mRNA.","Chr2: 198.089044",7.749,"N/A","N/A","N/A",0.204,146,0.01346,"0.22800000000000001","--"
