"Index","Record","Symbol","Description","Location","Mean","Max LRS ?","Max LRS Location","Additive Effect ?","Sample r","&nbsp;&nbsp;N","Sample p(r)","Lit r","Tissue r"
"10414","ILMN_1785852","OBFC2A","oligonucleotide/oligosaccharide-binding fold containing 2A (OBFC2A), mRNA.","Chr2: 192.259631","7.517","N/A","N/A","N/A","-0.207","145","1.250e-02","0.334","-0.289"
"10415","ILMN_1809639","TMEM26","transmembrane protein 26 (TMEM26), mRNA.","Chr10: 62.836623","7.136","N/A","N/A","N/A","-0.207","145","1.251e-02","--","0.504"
"10416","ILMN_1749612","IMMP1L","IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae) (IMMP1L), mRNA.","Chr11: 31.438806","7.404","N/A","N/A","N/A","-0.207","145","1.251e-02","0.240","-0.063"
"10417","ILMN_1772034","BRAP","BRCA1 associated protein (BRAP), mRNA.","Chr12: 1.000000","6.944","N/A","N/A","N/A","-0.207","145","1.253e-02","0.326","0.046"
"10418","ILMN_1813719","DHX30","DEAH (Asp-Glu-Ala-His) box polypeptide 30 (DHX30), transcript variant 3, mRNA.","Chr3: 47.841635","6.944","N/A","N/A","N/A","-0.207","145","1.253e-02","--","-0.476"
"10419","ILMN_1777513","KCTD11","potassium channel tetramerisation domain containing 11 (KCTD11), mRNA.","Chr17: 7.198880","7.007","N/A","N/A","N/A","-0.207","145","1.255e-02","0.224","-0.498"
"10420","ILMN_1698019","LGMN","legumain (LGMN), transcript variant 1, mRNA.","Chr14: 92.240242","9.376","N/A","N/A","N/A","0.207","145","1.256e-02","0.447","0.300"
"10421","ILMN_1701482","POFUT2","protein O-fucosyltransferase 2 (POFUT2), transcript variant 1, mRNA.","ChrUn: 1.000000","6.910","N/A","N/A","N/A","-0.207","145","1.256e-02","0.132","0.028"
"10422","ILMN_1693758","LIG4","ligase IV, DNA, ATP-dependent (LIG4), transcript variant 1, mRNA.","Chr13: 107.665003","6.856","N/A","N/A","N/A","0.207","145","1.256e-02","0.280","-0.312"
"10423","ILMN_1703765","GPR12","G protein-coupled receptor 12 (GPR12), mRNA.","Chr13: 26.230987","7.049","N/A","N/A","N/A","-0.207","145","1.257e-02","0.527","-0.007"
"10424","ILMN_1771393","C3ORF23","chromosome 3 open reading frame 23 (C3orf23), transcript variant 3, mRNA.","Chr3: 44.354699","6.993","N/A","N/A","N/A","-0.207","145","1.258e-02","--","--"
"10425","ILMN_1775537","TRIM69","tripartite motif-containing 69 (TRIM69), transcript variant a, mRNA.","Chr15: 42.834801","7.065","N/A","N/A","N/A","-0.207","145","1.259e-02","--","--"
"10426","ILMN_1688281","HTR3B","5-hydroxytryptamine (serotonin) receptor 3B (HTR3B), mRNA.","Chr11: 113.322143","7.231","N/A","N/A","N/A","-0.207","145","1.259e-02","0.479","0.223"
"10427","ILMN_1724253","NHLH1","nescient helix loop helix 1 (NHLH1), mRNA.","Chr1: 158.609108","7.154","N/A","N/A","N/A","-0.207","145","1.259e-02","0.350","0.330"
"10428","ILMN_1667264","AQP6","aquaporin 6, kidney specific (AQP6), transcript variant 2, mRNA.","Chr12: 48.655396","6.916","N/A","N/A","N/A","-0.207","145","1.261e-02","0.292","0.389"
"10429","ILMN_1704019","OGFOD2","2-oxoglutarate and iron-dependent oxygenase domain containing 2 (OGFOD2), mRNA.","Chr12: 122.030181","6.982","N/A","N/A","N/A","-0.207","145","1.261e-02","--","0.297"
"10430","ILMN_1775743","BTG1","B-cell translocation gene 1, anti-proliferative (BTG1), mRNA.","Chr12: 91.061324","11.037","N/A","N/A","N/A","0.207","145","1.263e-02","0.386","-0.223"
"10431","ILMN_1763487","CTLA4","cytotoxic T-lymphocyte-associated protein 4 (CTLA4), transcript variant 2, mRNA.","Chr2: 204.446777","7.141","N/A","N/A","N/A","-0.207","145","1.263e-02","0.316","-0.006"
"10432","ILMN_1680643","KIAA1333","KIAA1333 (KIAA1333), mRNA.","Chr14: 30.158637","7.099","N/A","N/A","N/A","-0.207","145","1.263e-02","0.292","--"
"10433","ILMN_1657749","FLJ16008","FLJ16008 protein (FLJ16008), mRNA.","Chr2: 127.657923","6.923","N/A","N/A","N/A","-0.207","145","1.264e-02","--","--"
"10434","ILMN_1746676","CLDN8","claudin 8 (CLDN8), mRNA.","Chr21: 30.508693","6.934","N/A","N/A","N/A","-0.207","145","1.266e-02","0.275","0.095"
"10435","ILMN_1812980","OR2H2","olfactory receptor, family 2, subfamily H, member 2 (OR2H2), mRNA.","Chr6: 29.664576","7.023","N/A","N/A","N/A","-0.207","145","1.266e-02","--","--"
"10436","ILMN_1798624","MOCS1","molybdenum cofactor synthesis 1 (MOCS1), transcript variant 3, mRNA.","Chr6: 39.981606","7.068","N/A","N/A","N/A","0.207","145","1.266e-02","0.501","0.655"
"10437","ILMN_1704490","SMARCC2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2 (SMARCC2), transcript variant 2, mRNA.","Chr12: 54.853025","7.107","N/A","N/A","N/A","-0.207","145","1.267e-02","--","-0.132"
"10438","ILMN_1696659","THSD1","thrombospondin, type I, domain containing 1 (THSD1), transcript variant 1, mRNA.","Chr13: 51.858194","6.929","N/A","N/A","N/A","-0.207","145","1.267e-02","--","0.013"
"10439","ILMN_1657312","CBWD2","COBW domain containing 2 (CBWD2), mRNA.","Chr2: 113.969927","6.860","N/A","N/A","N/A","-0.207","145","1.267e-02","--","--"
"10440","ILMN_1743995","ALG12","asparagine-linked glycosylation 12 homolog (S. cerevisiae, alpha-1,6-mannosyltransferase) (ALG12), mRNA.","Chr22: 48.683081","7.059","N/A","N/A","N/A","-0.207","145","1.268e-02","0.363","-0.242"
"10441","ILMN_1738517","FCRL4","Fc receptor-like 4 (FCRL4), mRNA.","Chr1: 155.810802","6.818","N/A","N/A","N/A","-0.207","145","1.270e-02","--","--"
"10442","ILMN_1685369","SLU7","SLU7 splicing factor homolog (S. cerevisiae) (SLU7), mRNA.","ChrUn: 1.000000","8.071","N/A","N/A","N/A","0.207","145","1.270e-02","--","-0.078"
"10443","ILMN_1701557","WBSCR17","Williams-Beuren syndrome chromosome region 17 (WBSCR17), mRNA.","Chr7: 70.816309","7.017","N/A","N/A","N/A","-0.206","145","1.271e-02","--","-0.173"
"10444","ILMN_1753648","SPRYD5","SPRY domain containing 5 (SPRYD5), mRNA.","Chr11: 55.415610","7.191","N/A","N/A","N/A","-0.206","145","1.272e-02","--","--"
"10445","ILMN_1802205","RHOB","ras homolog gene family, member B (RHOB), mRNA.","Chr2: 20.512363","12.587","N/A","N/A","N/A","0.206","145","1.272e-02","0.452","0.288"
"10446","ILMN_1670779","DPEP1","dipeptidase 1 (renal) (DPEP1), mRNA.","Chr16: 88.232028","6.968","N/A","N/A","N/A","-0.206","145","1.273e-02","0.460","0.303"
"10447","ILMN_1675445","KIAA2018","KIAA2018 (KIAA2018), mRNA.","ChrUn: 1.000000","6.985","N/A","N/A","N/A","-0.206","145","1.274e-02","--","--"
"10448","ILMN_1661351","C17ORF81","chromosome 17 open reading frame 81 (C17orf81), transcript variant 3, mRNA.","Chr17: 7.096418","6.916","N/A","N/A","N/A","-0.206","145","1.274e-02","0.271","--"
"10449","ILMN_1806275","LOC113179","hypothetical protein BC011824 (LOC113179), mRNA.","Chr19: 1.864205","7.163","N/A","N/A","N/A","0.206","145","1.275e-02","--","--"
"10450","ILMN_1808713","HSD17B2","hydroxysteroid (17-beta) dehydrogenase 2 (HSD17B2), mRNA.","Chr16: 80.689377","6.867","N/A","N/A","N/A","-0.206","145","1.277e-02","0.431","0.280"
"10451","ILMN_1668386","LCE1E","late cornified envelope 1E (LCE1E), mRNA.","Chr1: 151.027100","6.908","N/A","N/A","N/A","-0.206","145","1.278e-02","--","-0.044"
"10452","ILMN_1711049","CACNA2D2","calcium channel, voltage-dependent, alpha 2/delta subunit 2 (CACNA2D2), transcript variant 2, mRNA.","Chr3: 50.375436","8.543","N/A","N/A","N/A","-0.206","145","1.278e-02","0.390","-0.326"
"10453","ILMN_1696752","ZC3H3","zinc finger CCCH-type containing 3 (ZC3H3), mRNA.","Chr8: 144.591356","7.363","N/A","N/A","N/A","-0.206","145","1.278e-02","--","-0.702"
"10454","ILMN_1784477","PLEKHG5","pleckstrin homology domain containing, family G (with RhoGef domain) member 5 (PLEKHG5), transcript variant 5, mRNA.","ChrUn: 1.000000","6.932","N/A","N/A","N/A","-0.206","145","1.279e-02","0.325","0.323"
"10455","ILMN_1744567","GAS2L3","growth arrest-specific 2 like 3 (GAS2L3), mRNA.","Chr12: 99.542537","6.972","N/A","N/A","N/A","-0.206","145","1.282e-02","--","0.008"
"10456","ILMN_1712307","GTF2H4","general transcription factor IIH, polypeptide 4, 52kDa (GTF2H4), mRNA.","Chr6: 30.989711","7.669","N/A","N/A","N/A","-0.206","145","1.282e-02","0.304","-0.116"
"10457","ILMN_1657571","ASNA1","arsA arsenite transporter, ATP-binding, homolog 1 (bacterial) (ASNA1), mRNA.","Chr19: 12.720005","7.171","N/A","N/A","N/A","-0.206","145","1.282e-02","0.417","-0.148"
"10458","ILMN_1699852","FLJ37464","hypothetical protein FLJ37464 (FLJ37464), mRNA.","ChrUn: 1.000000","8.552","N/A","N/A","N/A","0.206","145","1.282e-02","--","--"
"10459","ILMN_1742379","IFT122","intraflagellar transport 122 homolog (Chlamydomonas) (IFT122), transcript variant 3, mRNA.","Chr3: 130.721822","8.600","N/A","N/A","N/A","-0.206","145","1.283e-02","0.292","-0.337"
"10460","ILMN_1658017","SPN","sialophorin (leukosialin, CD43) (SPN), transcript variant 1, mRNA.","Chr16: 29.581814","6.905","N/A","N/A","N/A","-0.206","145","1.283e-02","--","0.163"
"10461","ILMN_1802706","IDH3G","isocitrate dehydrogenase 3 (NAD+) gamma (IDH3G), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.","ChrX: 152.704889","10.638","N/A","N/A","N/A","-0.206","145","1.283e-02","0.203","0.542"
"10462","ILMN_1717261","HLA-DRB3","major histocompatibility complex, class II, DR beta 3 (HLA-DRB3), mRNA.","ChrUn: 1.000000","7.442","N/A","N/A","N/A","0.206","145","1.283e-02","--","--"
"10463","ILMN_1701711","BRD8","bromodomain containing 8 (BRD8), transcript variant 3, mRNA.","Chr5: 137.524653","8.576","N/A","N/A","N/A","0.206","145","1.284e-02","0.228","-0.449"
"10464","ILMN_1676086","KRT82","keratin 82 (KRT82), mRNA.","Chr12: 51.074226","6.863","N/A","N/A","N/A","-0.206","145","1.285e-02","--","0.413"
"10465","ILMN_1661113","GH2","growth hormone 2 (GH2), transcript variant 2, mRNA.","Chr17: 59.311781","6.884","N/A","N/A","N/A","-0.206","145","1.286e-02","--","--"
"10466","ILMN_1813846","P2RX4","purinergic receptor P2X, ligand-gated ion channel, 4 (P2RX4), mRNA.","Chr12: 120.155931","7.812","N/A","N/A","N/A","0.206","145","1.286e-02","0.445","0.421"
"10467","ILMN_1669446","KCNJ14","potassium inwardly-rectifying channel, subfamily J, member 14 (KCNJ14), transcript variant 1, mRNA.","Chr19: 53.650850","7.039","N/A","N/A","N/A","-0.206","145","1.287e-02","0.258","0.065"
"10468","ILMN_1688753","PTDSS1","phosphatidylserine synthase 1 (PTDSS1), mRNA.","Chr8: 97.415614","10.551","N/A","N/A","N/A","-0.206","145","1.287e-02","0.432","0.268"
"10469","ILMN_1800911","FLJ10324","hypothetical protein FLJ10324 (FLJ10324), mRNA.","Chr7: 4.800956","6.974","N/A","N/A","N/A","-0.206","145","1.287e-02","0.174","--"
"10470","ILMN_1795639","MGMT","O-6-methylguanine-DNA methyltransferase (MGMT), mRNA.","Chr10: 131.455239","9.248","N/A","N/A","N/A","0.206","145","1.290e-02","0.439","0.411"
"10471","ILMN_1757011","LY75","lymphocyte antigen 75 (LY75), mRNA.","Chr2: 160.368163","6.826","N/A","N/A","N/A","-0.206","145","1.290e-02","0.303","0.021"
"10472","ILMN_1723477","RUNX1T1","runt-related transcription factor 1; translocated to, 1 (cyclin D-related) (RUNX1T1), transcript variant 2, mRNA.","Chr8: 93.157457","6.847","N/A","N/A","N/A","0.206","145","1.290e-02","0.308","-0.336"
"10473","ILMN_1719455","CRIP3","cysteine-rich protein 3 (CRIP3), mRNA.","ChrUn: 1.000000","7.004","N/A","N/A","N/A","-0.206","145","1.290e-02","0.277","-0.277"
"10474","ILMN_1815840","IGLL1","immunoglobulin lambda-like polypeptide 1 (IGLL1), transcript variant 1, mRNA.","Chr22: 22.247188","6.998","N/A","N/A","N/A","-0.206","145","1.290e-02","--","-0.075"
"10475","ILMN_1661605","CSTF1","cleavage stimulation factor, 3' pre-RNA, subunit 1, 50kDa (CSTF1), transcript variant 3, mRNA.","Chr20: 54.401210","7.046","N/A","N/A","N/A","-0.206","145","1.291e-02","--","-0.337"
"10476","ILMN_1761574","CHRM2","cholinergic receptor, muscarinic 2 (CHRM2), transcript variant 3, mRNA.","Chr7: 136.286302","6.950","N/A","N/A","N/A","-0.206","145","1.291e-02","0.377","0.185"
"10477","ILMN_1659851","LOC389832","similar to chromosome 2 open reading frame 27 (LOC389832), mRNA.","Chr21: 0.108639","6.943","N/A","N/A","N/A","-0.206","145","1.291e-02","--","--"
"10478","ILMN_1701689","RPL17","ribosomal protein L17 (RPL17), transcript variant 1, mRNA.","Chr18: 45.272084","8.534","N/A","N/A","N/A","0.206","145","1.291e-02","0.371","0.081"
"10479","ILMN_1658864","SPTBN4","spectrin, beta, non-erythrocytic 4 (SPTBN4), transcript variant 1, mRNA.","Chr19: 45.663998","6.806","N/A","N/A","N/A","-0.206","145","1.292e-02","--","--"
"10480","ILMN_1742318","RNF121","ring finger protein 121 (RNF121), transcript variant 2, mRNA.","Chr11: 71.386022","7.497","N/A","N/A","N/A","-0.206","145","1.293e-02","--","0.149"
"10481","ILMN_1783315","UNC84B","unc-84 homolog B (C. elegans) (UNC84B), mRNA.","Chr22: 37.460936","10.659","N/A","N/A","N/A","0.206","145","1.293e-02","--","0.192"
"10482","ILMN_1779596","C11ORF51","chromosome 11 open reading frame 51 (C11orf51), mRNA.","ChrUn: 1.000000","7.718","N/A","N/A","N/A","-0.206","145","1.294e-02","--","--"
"10483","ILMN_1689217","ACVR1C","activin A receptor, type IC (ACVR1C), mRNA.","Chr2: 158.097469","7.010","N/A","N/A","N/A","-0.206","145","1.294e-02","0.345","0.344"
"10484","ILMN_1781345","RAD52","RAD52 homolog (S. cerevisiae) (RAD52), mRNA.","ChrUn: 1.000000","6.995","N/A","N/A","N/A","-0.206","145","1.295e-02","0.376","-0.641"
"10485","ILMN_1704045","DEAF1","deformed epidermal autoregulatory factor 1 (Drosophila) (DEAF1), mRNA.","Chr11: 0.685371","6.971","N/A","N/A","N/A","-0.206","145","1.295e-02","0.466","0.054"
"10486","ILMN_1797301","C1ORF183","chromosome 1 open reading frame 183 (C1orf183), transcript variant 1, mRNA.","Chr1: 112.083357","7.001","N/A","N/A","N/A","-0.206","145","1.295e-02","--","--"
"10487","ILMN_1754529","SPG7","spastic paraplegia 7, protease","Chr16: 88.151528","12.711","N/A","N/A","N/A","-0.206","145","1.296e-02","--","0.086"
"10488","ILMN_1804697","TBC1D8B","TBC1 domain family, member 8B (with GRAM domain) (TBC1D8B), transcript variant 2, mRNA.","ChrX: 105.970659","6.920","N/A","N/A","N/A","-0.206","145","1.296e-02","--","0.121"
"10489","ILMN_1693145","BUB3","BUB3 budding uninhibited by benzimidazoles 3 homolog (yeast) (BUB3), transcript variant 1, mRNA.","Chr10: 124.914739","13.385","N/A","N/A","N/A","0.206","145","1.297e-02","0.278","-0.074"
"10490","ILMN_1703866","SUPT5H","suppressor of Ty 5 homolog (S. cerevisiae) (SUPT5H), mRNA.","Chr19: 44.658768","10.342","N/A","N/A","N/A","-0.206","145","1.298e-02","--","-0.469"
"10491","ILMN_1743301","MSR1","macrophage scavenger receptor 1 (MSR1), transcript variant SR-AII, mRNA.","ChrUn: 1.000000","6.923","N/A","N/A","N/A","-0.206","145","1.298e-02","0.304","0.400"
"10492","ILMN_1802261","SIAH1","seven in absentia homolog 1 (Drosophila) (SIAH1), transcript variant 2, mRNA.","Chr16: 46.956909","6.941","N/A","N/A","N/A","-0.206","145","1.298e-02","--","--"
"10493","ILMN_1666325","ALG10B","asparagine-linked glycosylation 10 homolog B (yeast, alpha-1,2-glucosyltransferase) (ALG10B), mRNA.","Chr12: 37.001148","6.832","N/A","N/A","N/A","0.206","145","1.298e-02","0.277","0.497"
"10494","ILMN_1731358","ZNF532","zinc finger protein 532 (ZNF532), mRNA.","Chr18: 54.804526","9.722","N/A","N/A","N/A","0.206","145","1.300e-02","--","--"
"10495","ILMN_1702479","HOXA9","homeobox A9 (HOXA9), mRNA.","Chr7: 27.171180","6.831","N/A","N/A","N/A","-0.206","145","1.305e-02","0.310","0.090"
"10496","ILMN_1719351","TCF21","transcription factor 21 (TCF21), transcript variant 1, mRNA.","Chr6: 134.258098","6.909","N/A","N/A","N/A","-0.206","145","1.306e-02","--","0.204"
"10497","ILMN_1695128","ZFYVE9","zinc finger, FYVE domain containing 9 (ZFYVE9), transcript variant 2, mRNA.","Chr1: 52.502206","6.834","N/A","N/A","N/A","-0.206","145","1.306e-02","--","0.222"
"10498","ILMN_1769960","GPS1","G protein pathway suppressor 1 (GPS1), transcript variant 1, mRNA.","Chr17: 77.603431","7.051","N/A","N/A","N/A","-0.206","145","1.306e-02","0.220","-0.255"
"10499","ILMN_1752218","OR11H6","olfactory receptor, family 11, subfamily H, member 6 (OR11H6), mRNA.","Chr14: 19.762307","6.847","N/A","N/A","N/A","-0.206","145","1.308e-02","--","--"
"10500","ILMN_1696536","B3GAT1","beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P) (B3GAT1), transcript variant 2, mRNA.","Chr11: 133.762876","6.952","N/A","N/A","N/A","-0.206","145","1.310e-02","0.460","-0.175"
"10501","ILMN_1767685","SERPINB7","serpin peptidase inhibitor, clade B (ovalbumin), member 7 (SERPINB7), transcript variant 2, mRNA.","Chr18: 59.623082","6.857","N/A","N/A","N/A","-0.206","145","1.311e-02","0.413","0.288"
"10502","ILMN_1769103","MAFG","v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian) (MAFG), transcript variant 2, mRNA.","Chr17: 77.474558","6.928","N/A","N/A","N/A","-0.206","145","1.311e-02","0.380","0.535"
"10503","ILMN_1762952","ARTN","artemin (ARTN), transcript variant 2, mRNA.","Chr1: 44.172469","6.848","N/A","N/A","N/A","-0.206","145","1.312e-02","0.414","-0.526"
"10504","ILMN_1709440","CPM","carboxypeptidase M (CPM), transcript variant 3, mRNA.","Chr12: 67.531879","7.313","N/A","N/A","N/A","-0.206","145","1.312e-02","0.361","0.252"
"10505","ILMN_1761725","KLHDC8B","kelch domain containing 8B (KLHDC8B), mRNA.","Chr3: 49.188659","7.022","N/A","N/A","N/A","-0.206","145","1.314e-02","--","0.073"
"10506","ILMN_1668028","ZCCHC2","zinc finger, CCHC domain containing 2 (ZCCHC2), mRNA.","Chr18: 58.396368","7.043","N/A","N/A","N/A","-0.205","145","1.315e-02","--","-0.465"
"10507","ILMN_1719089","EXO1","exonuclease 1 (EXO1), transcript variant 2, mRNA.","Chr1: 240.079091","6.951","N/A","N/A","N/A","-0.205","145","1.316e-02","0.278","0.120"
"10508","ILMN_1795976","SFXN2","sideroflexin 2 (SFXN2), mRNA.","Chr10: 104.488609","6.834","N/A","N/A","N/A","0.205","145","1.316e-02","--","0.478"
"10509","ILMN_1738631","LOC338797","hypothetical protein LOC338797 (LOC338797), mRNA.","Chr12: 130.416621","6.838","N/A","N/A","N/A","-0.205","145","1.317e-02","--","--"
"10510","ILMN_1733402","CSF1","colony stimulating factor 1 (macrophage) (CSF1), transcript variant 2, mRNA.","Chr1: 110.268334","6.966","N/A","N/A","N/A","0.205","145","1.317e-02","0.319","0.290"
"10511","ILMN_1656045","BRUNOL6","bruno-like 6, RNA binding protein (Drosophila) (BRUNOL6), mRNA.","Chr15: 70.364218","8.022","N/A","N/A","N/A","-0.205","145","1.317e-02","0.561","-0.348"
"10512","ILMN_1748182","SRY","sex determining region Y (SRY), mRNA.","ChrY: 2.715089","6.898","N/A","N/A","N/A","-0.205","145","1.318e-02","--","0.357"
"10513","ILMN_1666690","ACRC","acidic repeat containing (ACRC), mRNA.","ChrX: 70.749973","7.157","N/A","N/A","N/A","-0.205","145","1.318e-02","--","--"
"10514","ILMN_1723843","CSNK2A2","casein kinase 2, alpha prime polypeptide (CSNK2A2), mRNA.","Chr16: 56.749526","8.541","N/A","N/A","N/A","0.205","145","1.318e-02","0.442","-0.501"
"10515","ILMN_1777783","STAT5B","signal transducer and activator of transcription 5B (STAT5B), mRNA.","Chr17: 37.604970","9.079","N/A","N/A","N/A","-0.205","145","1.321e-02","--","0.431"
"10516","ILMN_1681016","SPIN1","spinster (SPIN1), mRNA.","Chr16: 28.903301","9.075","N/A","N/A","N/A","0.205","145","1.322e-02","--","0.008"
"10517","ILMN_1682332","GYPC","glycophorin C (Gerbich blood group) (GYPC), transcript variant 1, mRNA.","Chr2: 127.170296","7.785","N/A","N/A","N/A","0.205","145","1.322e-02","--","0.174"
"10518","ILMN_1796787","PCDHA3","protocadherin alpha 3 (PCDHA3), transcript variant 2, mRNA.","Chr5: 140.163311","6.922","N/A","N/A","N/A","0.205","145","1.323e-02","--","0.177"
"10519","ILMN_1765829","NUFIP2","nuclear fragile X mental retardation protein interacting protein 2 (NUFIP2), mRNA.","Chr17: 24.613385","8.918","N/A","N/A","N/A","-0.205","145","1.325e-02","0.134","-0.029"
"10520","ILMN_1715096","C6ORF168","chromosome 6 open reading frame 168 (C6orf168), mRNA.","Chr6: 99.835701","7.666","N/A","N/A","N/A","-0.205","145","1.326e-02","--","--"
"10521","ILMN_1704078","ACTL8","actin-like 8 (ACTL8), mRNA.","Chr1: 18.025822","6.919","N/A","N/A","N/A","-0.205","145","1.326e-02","--","--"
"10522","ILMN_1741404","MSC","musculin (activated B-cell factor-1) (MSC), mRNA.","ChrUn: 1.000000","7.009","N/A","N/A","N/A","-0.205","145","1.328e-02","0.368","0.076"
"10523","ILMN_1744267","PSEN1","presenilin 1 (Alzheimer disease 3) (PSEN1), transcript variant I-374., mRNA.","Chr14: 72.745302","6.871","N/A","N/A","N/A","-0.205","145","1.328e-02","0.352","-0.465"
"10524","ILMN_1671356","COQ6","coenzyme Q6 homolog, monooxygenase (S. cerevisiae) (COQ6), transcript variant 2, mRNA.","Chr14: 73.486512","6.934","N/A","N/A","N/A","-0.205","145","1.330e-02","--","0.291"
"10525","ILMN_1662687","PKN1","protein kinase N1 (PKN1), transcript variant 2, mRNA.","Chr19: 14.405302","6.902","N/A","N/A","N/A","-0.205","145","1.331e-02","0.384","0.197"
"10526","ILMN_1795139","S100Z","S100 calcium binding protein Z (S100Z), mRNA.","Chr5: 76.207055","6.915","N/A","N/A","N/A","-0.205","145","1.332e-02","--","0.229"
"10527","ILMN_1716859","TDO2","tryptophan 2,3-dioxygenase (TDO2), mRNA.","Chr4: 157.060480","7.084","N/A","N/A","N/A","-0.205","145","1.334e-02","--","0.537"
"10528","ILMN_1788457","ABCC4","ATP-binding cassette, sub-family C (CFTR/MRP), member 4 (ABCC4), mRNA.","Chr13: 94.470560","7.289","N/A","N/A","N/A","0.205","145","1.335e-02","0.454","0.104"
"10529","ILMN_1722070","APOC3","apolipoprotein C-III (APOC3), mRNA.","Chr11: 116.208899","6.917","N/A","N/A","N/A","-0.205","145","1.335e-02","0.389","0.639"
"10530","ILMN_1778541","KLC3","kinesin light chain 3 (KLC3), mRNA.","Chr19: 50.546490","6.967","N/A","N/A","N/A","-0.205","145","1.336e-02","0.324","--"
"10531","ILMN_1724990","TMEM103","transmembrane protein 103 (TMEM103), mRNA.","Chr3: 47.514788","7.952","N/A","N/A","N/A","0.205","145","1.336e-02","--","0.061"
"10532","ILMN_1773389","PLTP","phospholipid transfer protein (PLTP), transcript variant 2, mRNA.","Chr20: 43.961028","9.969","N/A","N/A","N/A","0.205","145","1.337e-02","0.436","0.127"
"10533","ILMN_1725612","NUP50","nucleoporin 50kDa (NUP50), transcript variant 3, mRNA.","Chr22: 43.959108","7.434","N/A","N/A","N/A","-0.205","145","1.338e-02","0.238","-0.518"
"10534","ILMN_1669925","CARD6","caspase recruitment domain family, member 6 (CARD6), mRNA.","Chr5: 40.890903","6.992","N/A","N/A","N/A","-0.205","145","1.338e-02","0.298","0.088"
"10535","ILMN_1737087","WDR5","WD repeat domain 5 (WDR5), transcript variant 1, mRNA.","Chr9: 135.991044","6.984","N/A","N/A","N/A","-0.205","145","1.340e-02","--","-0.075"
"10536","ILMN_1782444","YIPF4","Yip1 domain family, member 4 (YIPF4), mRNA.","Chr2: 32.384242","8.105","N/A","N/A","N/A","0.205","145","1.340e-02","--","0.300"
"10537","ILMN_1772190","OR5M9","olfactory receptor, family 5, subfamily M, member 9 (OR5M9), mRNA.","Chr11: 55.986882","6.786","N/A","N/A","N/A","0.205","145","1.341e-02","--","--"
"10538","ILMN_1673488","IGFALS","insulin-like growth factor binding protein, acid labile subunit (IGFALS), mRNA.","Chr16: 1.780664","6.999","N/A","N/A","N/A","-0.205","145","1.341e-02","0.459","0.592"
"10539","ILMN_1738530","ATAD3A","ATPase family, AAA domain containing 3A (ATAD3A), mRNA.","Chr1: 1.459776","7.539","N/A","N/A","N/A","-0.205","145","1.341e-02","--","0.739"
"10540","ILMN_1811227","LOC400145","hypothetical gene supported by AK093158 (LOC400145), mRNA.","Chr13: 73.885456","6.915","N/A","N/A","N/A","-0.205","145","1.342e-02","--","--"
"10541","ILMN_1676470","TCF7","transcription factor 7 (T-cell specific, HMG-box) (TCF7), transcript variant 3, mRNA.","Chr5: 133.506325","6.938","N/A","N/A","N/A","-0.205","145","1.343e-02","--","-0.161"
"10542","ILMN_1767809","LOC552891","hypothetical protein LOC552891 (LOC552891), mRNA.","Chr9: 113.433823","7.089","N/A","N/A","N/A","0.205","145","1.343e-02","--","--"
"10543","ILMN_1785592","DUSP13","dual specificity phosphatase 13 (DUSP13), transcript variant 1, mRNA.","Chr10: 76.524311","7.008","N/A","N/A","N/A","-0.205","145","1.344e-02","0.306","-0.467"
"10544","ILMN_1678095","SMPDL3B","sphingomyelin phosphodiesterase, acid-like 3B (SMPDL3B), transcript variant 2, mRNA.","Chr1: 28.155132","6.977","N/A","N/A","N/A","-0.205","145","1.346e-02","--","-0.157"
"10545","ILMN_1664861","ID1","inhibitor of DNA binding 1, dominant negative helix-loop-helix protein (ID1), transcript variant 2, mRNA.","Chr20: 29.657653","9.799","N/A","N/A","N/A","0.205","145","1.346e-02","0.384","0.314"
"10546","ILMN_1774424","FLT4","fms-related tyrosine kinase 4 (FLT4), transcript variant 2, mRNA.","ChrUn: 1.000000","6.994","N/A","N/A","N/A","-0.205","145","1.348e-02","0.350","0.340"
"10547","ILMN_1689953","CD81","CD81 molecule (CD81), mRNA.","Chr11: 2.375077","20.821","N/A","N/A","N/A","0.205","145","1.348e-02","0.455","0.617"
"10548","ILMN_1718932","MTRR","5-methyltetrahydrofolate-homocysteine methyltransferase reductase (MTRR), transcript variant 2, mRNA.","Chr5: 7.953970","8.966","N/A","N/A","N/A","0.205","145","1.350e-02","0.494","-0.188"
"10549","ILMN_1787511","THUMPD2","THUMP domain containing 2 (THUMPD2), mRNA.","Chr2: 39.817233","7.656","N/A","N/A","N/A","0.205","145","1.352e-02","--","0.028"
"10550","ILMN_1799529","ZNF441","zinc finger protein 441 (ZNF441), mRNA.","Chr19: 11.754126","6.922","N/A","N/A","N/A","-0.205","145","1.353e-02","--","--"
"10551","ILMN_1806605","LOC731002","similar to fumarylacetoacetate hydrolase domain containing 2A (LOC731002), mRNA.","ChrUn: 1.000000","10.209","N/A","N/A","N/A","0.205","145","1.353e-02","--","--"
