"","Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r","loc","bp","corsign","ENTREZID"
"6712",6712,"ILMN_1760339","ZNF774","zinc finger protein 774 (ZNF774), mRNA.","Chr15: 88.705563",6.785,"N/A","N/A","N/A",-0.19,147,0.02087,"--","--","15",88.705563,"-1","342132"
"6714",6714,"ILMN_1792400","CSN3","casein kappa (CSN3), mRNA.","Chr4: 71.149682",6.618,"N/A","N/A","N/A",-0.19,147,0.02088,"0.37","-3.2000000000000001E-2","4",71.149682,"-1","1448"
"6715",6715,"ILMN_1707277","CCDC144B","hypothetical protein FLJ36492 (FLJ36492), mRNA.","ChrUn: 1.000000",6.735,"N/A","N/A","N/A",-0.19,147,0.0209,"--","--","17",18.538,"-1","284047"
"6716",6716,"ILMN_1739534","MAP2K4","mitogen-activated protein kinase kinase 4 (MAP2K4), mRNA.","Chr17: 11.987173",11.96,"N/A","N/A","N/A",-0.19,147,0.02093,"0.38400000000000001","0.15","17",11.987173,"-1","6416"
"6717",6717,"ILMN_1779579","TUB","tubby homolog (mouse) (TUB), transcript variant 2, mRNA.","Chr11: 8.059621",6.788,"N/A","N/A","N/A",-0.19,147,0.02095,"--","0","11",8.059621,"-1","7275"
"6718",6718,"ILMN_1685767","FAM3B","family with sequence similarity 3, member B (FAM3B), transcript variant 1, mRNA.","Chr21: 41.651244",6.703,"N/A","N/A","N/A",-0.19,147,0.02096,"0.375","--","21",41.651244,"-1","54097"
"6719",6719,"ILMN_1734234","LILRB2","leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2 (LILRB2), mRNA.","Chr19: 1.000000",6.682,"N/A","N/A","N/A",-0.19,147,0.02096,"--","--","19",54.274,"-1","10288"
"6721",6721,"ILMN_1702296","CARTPT","CART prepropeptide (CARTPT), mRNA.","Chr5: 71.052107",7.937,"N/A","N/A","N/A",-0.19,147,0.02097,"0.53400000000000003","-0.184","5",71.052107,"-1","9607"
"6722",6722,"ILMN_1744442","TTPAL","chromosome 20 open reading frame 121 (C20orf121), transcript variant 2, mRNA.","Chr20: 42.552453",8.451,"N/A","N/A","N/A",-0.19,147,0.02098,"--","--","20",42.552453,"-1","79183"
"6723",6723,"ILMN_1701058","TATDN1","TatD DNase domain containing 1 (TATDN1), mRNA.","Chr8: 125.585736",7.983,"N/A","N/A","N/A",-0.19,147,0.02098,"--","0.41","8",125.585736,"-1","83940"
"6724",6724,"ILMN_1730363","STAU1","staufen, RNA binding protein, homolog 1 (Drosophila) (STAU1), transcript variant T3, mRNA.","Chr20: 47.215970",6.869,"N/A","N/A","N/A",0.19,147,0.02099,"--","0.38400000000000001","20",47.21597,"1","6780"
"6726",6726,"ILMN_1680309","ABCG8","ATP-binding cassette, sub-family G (WHITE), member 8 (sterolin 2) (ABCG8), mRNA.","Chr2: 43.958756",6.673,"N/A","N/A","N/A",-0.19,147,0.021,"0.307","0.41799999999999998","2",43.958756,"-1","64241"
"6725",6725,"ILMN_1789387","KCNE3","potassium voltage-gated channel, Isk-related family, member 3 (KCNE3), mRNA.","ChrUn: 1.000000",6.548,"N/A","N/A","N/A",-0.19,147,0.021,"0.33500000000000002","0.248","11",74.455,"-1","10008"
"6727",6727,"ILMN_1677954","OR4K17","olfactory receptor, family 4, subfamily K, member 17 (OR4K17), mRNA.","Chr14: 19.655927",6.639,"N/A","N/A","N/A",-0.19,147,0.02101,"--","--","14",19.655927,"-1","390436"
"6728",6728,"ILMN_1685576","RNF13","ring finger protein 13 (RNF13), transcript variant 2, mRNA.","Chr3: 151.162015",9.259,"N/A","N/A","N/A",0.19,147,0.02102,"--","0.24299999999999999","3",151.162015,"1","11342"
"6730",6730,"ILMN_1666777","SHOX2","short stature homeobox 2 (SHOX2), transcript variant SHOX2b, mRNA.","Chr3: 159.297914",6.856,"N/A","N/A","N/A",-0.19,147,0.02103,"0.379","2.9000000000000001E-2","3",159.297914,"-1","6474"
"6729",6729,"ILMN_1659991","SLC34A1","solute carrier family 34 (sodium phosphate), member 1 (SLC34A1), mRNA.","Chr5: 176.758226",6.76,"N/A","N/A","N/A",-0.19,147,0.02103,"--","0.34300000000000003","5",176.758226,"-1","6569"
"6733",6733,"ILMN_1754977","PDCD11","programmed cell death 11 (PDCD11), mRNA.","Chr10: 105.195825",8.459,"N/A","N/A","N/A",-0.19,147,0.02104,"0.254","6.3E-2","10",105.195825,"-1","22984"
"6732",6732,"ILMN_1809951","ZNF200","zinc finger protein 200 (ZNF200), transcript variant 2, mRNA.","Chr16: 3.212698",7.711,"N/A","N/A","N/A",-0.19,147,0.02104,"--","--","16",3.212698,"-1","7752"
"6731",6731,"ILMN_1738674","TRPV5","transient receptor potential cation channel, subfamily V, member 5 (TRPV5), mRNA.","Chr7: 142.315467",6.764,"N/A","N/A","N/A",-0.19,147,0.02104,"--","-7.0000000000000007E-2","7",142.315467,"-1","56302"
"6734",6734,"ILMN_1809291","TSPAN7","tetraspanin 7 (TSPAN7), mRNA.","ChrX: 38.432497",15.754,"N/A","N/A","N/A",0.19,147,0.02104,"--","9.9000000000000005E-2","X",38.432497,"1","7102"
"6735",6735,"ILMN_1726901","KLC1","kinesin 2 (KNS2), transcript variant 2, mRNA.","Chr14: 103.215551",13.864,"N/A","N/A","N/A",-0.19,147,0.02106,"0.38600000000000001","--","14",103.215551,"-1","3831"
"6736",6736,"ILMN_1751589","NUDCD2","NudC domain containing 2 (NUDCD2), mRNA.","Chr5: 162.816525",7.715,"N/A","N/A","N/A",0.19,147,0.02107,"--","0.17100000000000001","5",162.816525,"1","134492"
"6737",6737,"ILMN_1667452","LOC441208","hypothetical gene supported by AK094370 (LOC441208), mRNA.","Chr7: 32.735514",6.97,"N/A","N/A","N/A",-0.19,147,0.02109,"--","--","7",32.735514,"-1","441208"
"6739",6739,"ILMN_1806284","KRT84","keratin 84 (KRT84), mRNA.","Chr12: 51.057911",6.613,"N/A","N/A","N/A",-0.19,147,0.0211,"0.154","-0.108","12",51.057911,"-1","3890"
"6738",6738,"ILMN_1718060","OTUD7A","OTU domain containing 7A (OTUD7A), mRNA.","Chr15: 29.734777",6.611,"N/A","N/A","N/A",-0.19,147,0.0211,"--","-0.503","15",29.734777,"-1","161725"
"6743",6743,"ILMN_1657527","CLEC12B","C-type lectin domain family 12 member B (CLEC12B), mRNA.","Chr12: 10.061201",6.827,"N/A","N/A","N/A",-0.19,147,0.02111,"--","-0.40699999999999997","12",10.061201,"-1","387837"
"6740",6740,"ILMN_1808825","OR51F1","olfactory receptor, family 51, subfamily F, member 1 (OR51F1), mRNA.","Chr11: 4.747339",6.642,"N/A","N/A","N/A",-0.19,147,0.02111,"--","--","11",4.747339,"-1","256892"
"6745",6745,"ILMN_1736223","IQCH","IQ motif containing H (IQCH), transcript variant 2, mRNA.","Chr15: 65.580769",6.731,"N/A","N/A","N/A",-0.19,147,0.02113,"0.26","-0.503","15",65.580769,"-1","64799"
"6744",6744,"ILMN_1678805","POMT2","protein-O-mannosyltransferase 2 (POMT2), mRNA.","Chr14: 76.811245",9.22,"N/A","N/A","N/A",0.19,147,0.02113,"0.31900000000000001","-0.154","14",76.811245,"1","29954"
"6746",6746,"ILMN_1726043","FGF10","fibroblast growth factor 10 (FGF10), mRNA.","Chr5: 44.424221",6.748,"N/A","N/A","N/A",-0.19,147,0.02114,"0.34499999999999997","5.1999999999999998E-2","5",44.424221,"-1","2255"
"6748",6748,"ILMN_1708619","SEH1L","SEH1-like (S. cerevisiae) (SEH1L), transcript variant 2, mRNA.","Chr18: 12.976965",9.174,"N/A","N/A","N/A",-0.19,147,0.02115,"--","0.19700000000000001","18",12.976965,"-1","81929"
"6749",6749,"ILMN_1776151","OLFML1","olfactomedin-like 1 (OLFML1), mRNA.","Chr11: 7.489027",6.85,"N/A","N/A","N/A",-0.19,147,0.02115,"--","0.57899999999999996","11",7.489027,"-1","283298"
"6747",6747,"ILMN_1720755","C10orf71","chromosome 10 open reading frame 71 (C10orf71), mRNA.","Chr10: 50.205300",6.628,"N/A","N/A","N/A",-0.19,147,0.02115,"--","--","10",50.2053,"-1","118461"
"6751",6751,"ILMN_1695717","RBM41","RNA binding motif protein 41 (RBM41), mRNA.","ChrX: 106.199215",7.023,"N/A","N/A","N/A",0.19,147,0.02117,"--","0.32900000000000001","X",106.199215,"1","55285"
"6752",6752,"ILMN_1722135","CNGA3","cyclic nucleotide gated channel alpha 3 (CNGA3), transcript variant 2, mRNA.","ChrUn: 1.000000",6.709,"N/A","N/A","N/A",-0.19,147,0.02119,"0.38800000000000001","5.0000000000000001E-3","2",98.346,"-1","1261"
"6754",6754,"ILMN_1743203","OR51G2","olfactory receptor, family 51, subfamily G, member 2 (OR51G2), mRNA.","Chr11: 4.892666",6.674,"N/A","N/A","N/A",-0.19,147,0.02121,"--","--","11",4.892666,"-1","81282"
"6753",6753,"ILMN_1686381","LAMB3","laminin, beta 3 (LAMB3), transcript variant 2, mRNA.","Chr1: 207.891196",6.773,"N/A","N/A","N/A",-0.19,147,0.02121,"0.25700000000000001","-0.21099999999999999","1",207.891196,"-1","3914"
"6755",6755,"ILMN_1683774","IL2RA","interleukin 2 receptor, alpha (IL2RA), mRNA.","Chr10: 6.094317",6.744,"N/A","N/A","N/A",-0.19,147,0.02122,"0.36799999999999999","-1.4999999999999999E-2","10",6.094317,"-1","3559"
"6756",6756,"ILMN_1722156","RWDD2A","RWD domain containing 2 (RWDD2), mRNA.","Chr6: 83.962789",9.237,"N/A","N/A","N/A",-0.19,147,0.02125,"--","--","6",83.962789,"-1","112611"
"6757",6757,"ILMN_1719756","ZAP70","zeta-chain (TCR) associated protein kinase 70kDa (ZAP70), transcript variant 1, mRNA.","Chr2: 97.722452",6.706,"N/A","N/A","N/A",-0.19,147,0.02126,"--","4.5999999999999999E-2","2",97.722452,"-1","7535"
"6758",6758,"ILMN_1698897","NLRP9","NLR family, pyrin domain containing 9 (NLRP9), mRNA.","Chr19: 60.911955",6.712,"N/A","N/A","N/A",-0.19,147,0.02129,"--","--","19",60.911955,"-1","338321"
"6760",6760,"ILMN_1676413","VSNL1","visinin-like 1 (VSNL1), mRNA.","Chr2: 17.700591",16.93,"N/A","N/A","N/A",-0.19,147,0.0213,"--","-0.155","2",17.700591,"-1","7447"
"6761",6761,"ILMN_1654570","TEKT1","tektin 1 (TEKT1), mRNA.","Chr17: 6.644051",6.911,"N/A","N/A","N/A",-0.19,147,0.0213,"--","-0.51600000000000001","17",6.644051,"-1","83659"
"6759",6759,"ILMN_1720300","PRR5","proline rich 5 (renal) (PRR5), transcript variant 1, mRNA.","Chr22: 43.476773",6.547,"N/A","N/A","N/A",-0.19,147,0.0213,"0.26200000000000001","--","22",43.476773,"-1","55615"
"6762",6762,"ILMN_1812494","GDA","guanine deaminase (GDA), mRNA.","ChrUn: 1.000000",7.129,"N/A","N/A","N/A",-0.19,147,0.02133,"0.35299999999999998","0.10199999999999999","9",72.115,"-1","9615"
"6764",6764,"ILMN_1737152","DAO","D-amino-acid oxidase (DAO), mRNA.","Chr12: 107.818414",6.834,"N/A","N/A","N/A",-0.19,147,0.02135,"0.69199999999999995","--","12",107.818414,"-1","1610"
"6765",6765,"ILMN_1762204","GCSAML","chromosome 1 open reading frame 150 (C1orf150), mRNA.","Chr1: 245.806387",6.611,"N/A","N/A","N/A",-0.19,147,0.02135,"--","--","1",245.806387,"-1","148823"
"6766",6766,"ILMN_1659475","KRTAP4.5","keratin associated protein 4-5 (KRTAP4-5), mRNA.","ChrUn: 1.000000",6.676,"N/A","N/A","N/A",-0.19,147,0.02137,"--","--","17",41.149,"-1","85289"
"6767",6767,"ILMN_1753929","FER1L6.AS2","chromosome 8 open reading frame 78 (C8orf78), mRNA.","Chr8: 125.127620",6.808,"N/A","N/A","N/A",-0.19,147,0.02137,"--","--","8",125.12762,"-1","157376"
"6768",6768,"ILMN_1754187","DMRTB1","DMRT-like family B with proline-rich C-terminal, 1 (DMRTB1), mRNA.","Chr1: 53.705454",6.73,"N/A","N/A","N/A",-0.19,147,0.02138,"--","-0.14399999999999999","1",53.705454,"-1","63948"
"6770",6770,"ILMN_1768771","RAB32","RAB32, member RAS oncogene family (RAB32), mRNA.","Chr6: 146.917546",7.031,"N/A","N/A","N/A",0.19,147,0.0214,"0.27700000000000002","0.51700000000000002","6",146.917546,"1","10981"
"6772",6772,"ILMN_1697175","TAF8","taube nuss homolog (mouse) (TBN), mRNA.","Chr6: 42.162818",6.983,"N/A","N/A","N/A",0.19,147,0.02146,"--","--","6",42.162818,"1","129685"
"6773",6773,"ILMN_1691743","GJC1","gap junction protein, chi 1, 31.9kDa (GJC1), mRNA.","Chr17: 35.770690",6.801,"N/A","N/A","N/A",-0.19,147,0.02147,"0.23699999999999999","0.05","17",35.77069,"-1","125111"
"6774",6774,"ILMN_1697302","SUGP1","splicing factor 4 (SF4), transcript variant c, mRNA.","Chr19: 19.248228",6.827,"N/A","N/A","N/A",-0.19,147,0.02148,"--","-0.73","19",19.248228,"-1","57794"
"6775",6775,"ILMN_1760332","PIGL","phosphatidylinositol glycan anchor biosynthesis, class L (PIGL), mRNA.","ChrUn: 1.000000",6.923,"N/A","N/A","N/A",-0.19,147,0.02151,"--","0.17899999999999999","17",16.217,"-1","9487"
"6776",6776,"ILMN_1660549","WLS","G protein-coupled receptor 177 (GPR177), transcript variant 2, mRNA.","Chr1: 68.336908",7.478,"N/A","N/A","N/A",0.189,147,0.02152,"--","0.193","1",68.336908,"1","79971"
"6777",6777,"ILMN_1774087","CCL28","chemokine (C-C motif) ligand 28 (CCL28), transcript variant 1, mRNA.","Chr5: 43.412855",6.822,"N/A","N/A","N/A",-0.189,147,0.02155,"0.31","-8.3000000000000004E-2","5",43.412855,"-1","56477"
"6778",6778,"ILMN_1741960","DGKG","diacylglycerol kinase, gamma 90kDa (DGKG), transcript variant 3, mRNA.","ChrUn: 1.000000",7.9,"N/A","N/A","N/A",0.189,147,0.02157,"0.35599999999999998","0.247","3",186.106,"1","1608"
"6780",6780,"ILMN_1758093","TMEM260","chromosome 14 open reading frame 101 (C14orf101), mRNA.","Chr14: 56.184665",6.83,"N/A","N/A","N/A",-0.189,147,0.02158,"--","0.27700000000000002","14",56.184665,"-1","54916"
"6779",6779,"ILMN_1796108","KIF13A","kinesin family member 13A (KIF13A), mRNA.","Chr6: 17.872192",6.827,"N/A","N/A","N/A",-0.189,147,0.02158,"0.374","0.21299999999999999","6",17.872192,"-1","63971"
"6781",6781,"ILMN_1767475","CERK","ceramide kinase (CERK), transcript variant 1, mRNA.","Chr22: 45.459303",10.727,"N/A","N/A","N/A",-0.189,147,0.02159,"0.46400000000000002","-0.44900000000000001","22",45.459303,"-1","64781"
"6782",6782,"ILMN_1711498","LOC648885","similar to Arachidonate 15-lipoxygenase (Arachidonate omega-6 lipoxygenase) (15-LOX) (LOC648885), mRNA.","ChrUn: 1.000000",6.581,"N/A","N/A","N/A",-0.189,147,0.02159,"--","--","17",4.631,"-1","246"
"6783",6783,"ILMN_1669409","VSIG4","V-set and immunoglobulin domain containing 4 (VSIG4), mRNA.","ChrX: 65.158578",7.306,"N/A","N/A","N/A",0.189,147,0.0216,"--","0.59199999999999997","X",65.158578,"1","11326"
"6785",6785,"ILMN_1687410","OSBPL11","oxysterol binding protein-like 11 (OSBPL11), mRNA.","Chr3: 126.730726",7.324,"N/A","N/A","N/A",0.189,147,0.02161,"--","0.26100000000000001","3",126.730726,"1","114885"
"6784",6784,"ILMN_1706839","TCERG1","transcription elongation regulator 1 (TCERG1), transcript variant 2, mRNA.","Chr5: 145.870738",8.216,"N/A","N/A","N/A",-0.189,147,0.02161,"--","-0.629","5",145.870738,"-1","10915"
"6786",6786,"ILMN_1813800","NUFIP1","nuclear fragile X mental retardation protein interacting protein 1 (NUFIP1), mRNA.","Chr13: 44.412394",6.901,"N/A","N/A","N/A",-0.189,147,0.02162,"0.12","0.22600000000000001","13",44.412394,"-1","26747"
"6787",6787,"ILMN_1711111","SLC9C1","solute carrier family 9, member 10 (SLC9A10), mRNA.","Chr3: 113.342727",6.686,"N/A","N/A","N/A",-0.189,147,0.02163,"--","-0.57099999999999995","3",113.342727,"-1","285335"
"6788",6788,"ILMN_1746456","LOC727752","similar to killer-cell Ig-like receptor (LOC727752), mRNA.","Chr19: 0.051651",6.748,"N/A","N/A","N/A",-0.189,147,0.02164,"--","--","19",0.051651,"-1","727752"
"6791",6791,"ILMN_1795681","TDGF1","teratocarcinoma-derived growth factor 1 (TDGF1), mRNA.","Chr3: 46.598360",6.704,"N/A","N/A","N/A",-0.189,147,0.02165,"--","0.55200000000000005","3",46.59836,"-1","6997"
"6792",6792,"ILMN_1683959","MED13L","thyroid hormone receptor associated protein 2 (THRAP2), mRNA.","Chr12: 114.881070",7.023,"N/A","N/A","N/A",-0.189,147,0.02165,"0.22500000000000001","--","12",114.88107,"-1","23389"
"6790",6790,"ILMN_1697342","HOXC11","homeobox C11 (HOXC11), mRNA.","Chr12: 52.656220",6.627,"N/A","N/A","N/A",-0.189,147,0.02165,"0.39200000000000002","0.21299999999999999","12",52.65622,"-1","3227"
"6793",6793,"ILMN_1669826","NCAPG2","leucine zipper protein 5 (LUZP5), mRNA.","Chr7: 158.125811",6.637,"N/A","N/A","N/A",-0.189,147,0.02168,"0.24199999999999999","--","7",158.125811,"-1","54892"
"6796",6796,"ILMN_1752665","ELMO3","engulfment and cell motility 3 (ELMO3), mRNA.","Chr16: 65.794952",6.89,"N/A","N/A","N/A",-0.189,147,0.02169,"--","0.315","16",65.794952,"-1","79767"
"6797",6797,"ILMN_1754521","SMAD2","SMAD family member 2 (SMAD2), transcript variant 1, mRNA.","ChrUn: 1.000000",6.587,"N/A","N/A","N/A",-0.189,147,0.02172,"--","0.34599999999999997","18",47.809,"-1","4087"
"6799",6799,"ILMN_1670764","USP25","ubiquitin specific peptidase 25 (USP25), mRNA.","Chr21: 16.173918",6.821,"N/A","N/A","N/A",-0.189,147,0.02173,"--","2.9000000000000001E-2","21",16.173918,"-1","29761"
"6798",6798,"ILMN_1771822","ARL6","ADP-ribosylation factor-like 6 (ARL6), transcript variant 1, mRNA.","Chr3: 98.993305",6.886,"N/A","N/A","N/A",-0.189,147,0.02173,"0.33100000000000002","-0.26500000000000001","3",98.993305,"-1","84100"
"6800",6800,"ILMN_1689998","SPICE1","coiled-coil domain containing 52 (CCDC52), mRNA.","Chr3: 114.644659",6.643,"N/A","N/A","N/A",-0.189,147,0.02174,"--","0.14899999999999999","3",114.644659,"-1","152185"
"6802",6802,"ILMN_1666634","FAF1","Fas (TNFRSF6) associated factor 1 (FAF1), mRNA.","Chr1: 50.823060",7.733,"N/A","N/A","N/A",0.189,147,0.02176,"0.40500000000000003","-0.121","1",50.82306,"1","11124"
"6801",6801,"ILMN_1754407","TACC2","transforming, acidic coiled-coil containing protein 2 (TACC2), transcript variant 4, mRNA.","Chr10: 124.003836",11.127,"N/A","N/A","N/A",-0.189,147,0.02176,"--","8.3000000000000004E-2","10",124.003836,"-1","10579"
"6803",6803,"ILMN_1699205","C1orf146","chromosome 1 open reading frame 146 (C1orf146), mRNA.","Chr1: 92.456168",6.618,"N/A","N/A","N/A",-0.189,147,0.02177,"--","3.0000000000000001E-3","1",92.456168,"-1","388649"
"6804",6804,"ILMN_1755041","PPA2","pyrophosphatase (inorganic) 2 (PPA2), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.","Chr4: 106.578587",6.762,"N/A","N/A","N/A",-0.189,147,0.02177,"0.34","0.19400000000000001","4",106.578587,"-1","27068"
"6806",6806,"ILMN_1766668","PCDH7","protocadherin 7 (PCDH7), transcript variant a, mRNA.","Chr4: 30.334977",6.994,"N/A","N/A","N/A",-0.189,147,0.0218,"0.28799999999999998","0.248","4",30.334977,"-1","5099"
"6807",6807,"ILMN_1800855","PPTC7","PTC7 protein phosphatase homolog (S. cerevisiae) (PPTC7), mRNA.","Chr12: 109.456644",8.702,"N/A","N/A","N/A",-0.189,147,0.02182,"--","0.19400000000000001","12",109.456644,"-1","160760"
"6809",6809,"ILMN_1769103","MAFG","v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian) (MAFG), transcript variant 2, mRNA.","Chr17: 77.474558",6.784,"N/A","N/A","N/A",-0.189,147,0.02184,"0.38","0.53500000000000003","17",77.474558,"-1","4097"
"6810",6810,"ILMN_1748102","CACNG5","calcium channel, voltage-dependent, gamma subunit 5 (CACNG5), transcript variant 1, mRNA.","Chr17: 62.311744",6.752,"N/A","N/A","N/A",-0.189,147,0.02185,"0.21199999999999999","-0.374","17",62.311744,"-1","27091"
"6811",6811,"ILMN_1787657","CLDN12","claudin 12 (CLDN12), mRNA.","Chr7: 89.882913",9.843,"N/A","N/A","N/A",-0.189,147,0.02186,"0.219","0.62","7",89.882913,"-1","9069"
"6812",6812,"ILMN_1656186","SLC41A1","solute carrier family 41, member 1 (SLC41A1), mRNA.","Chr1: 204.025064",8.52,"N/A","N/A","N/A",0.189,147,0.02186,"--","-0.22700000000000001","1",204.025064,"1","254428"
"6814",6814,"ILMN_1676515","IMPDH1","IMP (inosine monophosphate) dehydrogenase 1 (IMPDH1), transcript variant 1, mRNA.","Chr7: 127.819687",9.008,"N/A","N/A","N/A",0.189,147,0.02191,"0.41199999999999998","-0.30199999999999999","7",127.819687,"1","3614"
"6815",6815,"ILMN_1760990","SH3GL3","SH3-domain GRB2-like 3 (SH3GL3), mRNA.","Chr15: 82.078094",12.844,"N/A","N/A","N/A",-0.189,147,0.02192,"0.26300000000000001","-0.54500000000000004","15",82.078094,"-1","6457"
"6818",6818,"ILMN_1715555","DBP","D site of albumin promoter (albumin D-box) binding protein (DBP), mRNA.","Chr19: 53.826100",7.968,"N/A","N/A","N/A",0.189,147,0.02196,"0.41199999999999998","0.26100000000000001","19",53.8261,"1","1628"
"6820",6820,"ILMN_1803485","ECI1","dodecenoyl-Coenzyme A delta isomerase (3,2 trans-enoyl-Coenzyme A isomerase) (DCI), nuclear gene encoding mitochondrial protein, mRNA.","Chr16: 2.229953",9.793,"N/A","N/A","N/A",0.189,147,0.02197,"0.47799999999999998","0.746","16",2.229953,"1","1632"
"6821",6821,"ILMN_1722302","ZNF48","zinc finger protein 553 (ZNF553), mRNA.","Chr16: 30.317880",6.716,"N/A","N/A","N/A",-0.189,147,0.02198,"--","--","16",30.31788,"-1","197407"
"6823",6823,"ILMN_1798053","SEPT14","FLJ44060 protein (FLJ44060), mRNA.","Chr7: 55.829657",6.757,"N/A","N/A","N/A",-0.189,147,0.02199,"0.33400000000000002","--","7",55.829657,"-1","346288"
"6825",6825,"ILMN_1690192","CER1","cerberus 1, cysteine knot superfamily, homolog (Xenopus laevis) (CER1), mRNA.","Chr9: 14.710237",6.649,"N/A","N/A","N/A",-0.189,147,0.02201,"0.35099999999999998","0.30399999999999999","9",14.710237,"-1","9350"
"6827",6827,"ILMN_1747854","GOLGA8EP","golgi autoantigen, golgin subfamily a, 8E (GOLGA8E), mRNA.","Chr15: 20.994956",6.768,"N/A","N/A","N/A",-0.189,147,0.02205,"--","--","15",20.994956,"-1","390535"
"6826",6826,"ILMN_1814562","OR10G7","olfactory receptor, family 10, subfamily G, member 7 (OR10G7), mRNA.","Chr11: 123.414083",6.799,"N/A","N/A","N/A",-0.189,147,0.02205,"--","--","11",123.414083,"-1","390265"
"6828",6828,"ILMN_1727402","HCLS1","hematopoietic cell-specific Lyn substrate 1 (HCLS1), mRNA.","Chr3: 122.833112",8.055,"N/A","N/A","N/A",0.189,147,0.02206,"0.314","-6.6000000000000003E-2","3",122.833112,"1","3059"
"6829",6829,"ILMN_1713840","HYAL2","hyaluronoglucosaminidase 2 (HYAL2), transcript variant 1, mRNA.","Chr3: 50.335093",6.606,"N/A","N/A","N/A",-0.189,147,0.02207,"0.42199999999999999","0.72799999999999998","3",50.335093,"-1","8692"
"6830",6830,"ILMN_1774476","LOC343521","Tctex2 beta (LOC343521), mRNA.","Chr1: 45.044907",6.723,"N/A","N/A","N/A",-0.189,147,0.02209,"--","--","1",45.044907,"-1","343521"
"6832",6832,"ILMN_1781886","LOC441179","hypothetical gene supported by AK055887; AK125190 (LOC441179), mRNA.","Chr6: 0.784975",6.716,"N/A","N/A","N/A",-0.189,147,0.0221,"--","--","6",0.784975,"-1","441179"
"6834",6834,"ILMN_1708537","RBPJ","recombination signal binding protein for immunoglobulin kappa J region (RBPJ), transcript variant 4, mRNA.","Chr4: 25.973262",7.837,"N/A","N/A","N/A",0.189,147,0.02214,"--","0.372","4",25.973262,"1","3516"
"6833",6833,"ILMN_1655446","XKR6","XK, Kell blood group complex subunit-related family, member 6 (XKR6), transcript variant 2, mRNA.","Chr8: 10.792360",6.945,"N/A","N/A","N/A",-0.189,147,0.02214,"--","-7.0000000000000001E-3","8",10.79236,"-1","286046"
"6836",6836,"ILMN_1717168","PCDHGA4","protocadherin gamma subfamily A, 4 (PCDHGA4), transcript variant 2, mRNA.","Chr5: 140.717382",6.606,"N/A","N/A","N/A",-0.189,147,0.02217,"--","-0.19400000000000001","5",140.717382,"-1","56111"
"6837",6837,"ILMN_1814397","EPB42","erythrocyte membrane protein band 4.2 (EPB42), mRNA.","Chr15: 41.276900",6.669,"N/A","N/A","N/A",-0.189,147,0.02218,"0.38200000000000001","--","15",41.2769,"-1","2038"
"6838",6838,"ILMN_1678165","LSM7","LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae) (LSM7), mRNA.","Chr19: 2.272794",10.717,"N/A","N/A","N/A",0.189,147,0.02219,"--","-0.152","19",2.272794,"1","51690"
"6839",6839,"ILMN_1791112","COL25A1","collagen, type XXV, alpha 1 (COL25A1), transcript variant 2, mRNA.","Chr4: 109.964725",6.757,"N/A","N/A","N/A",-0.189,147,0.02221,"0.27","-4.2999999999999997E-2","4",109.964725,"-1","84570"
"6842",6842,"ILMN_1807503","CPA2","carboxypeptidase A2 (pancreatic) (CPA2), mRNA.","Chr7: 129.709239",6.65,"N/A","N/A","N/A",-0.189,147,0.02222,"--","-0.125","7",129.709239,"-1","1358"
"6840",6840,"ILMN_1807759","TAS2R31","taste receptor, type 2, member 44 (TAS2R44), mRNA.","ChrUn: 1.000000",6.659,"N/A","N/A","N/A",-0.189,147,0.02222,"--","--","12",11.03,"-1","259290"
"6841",6841,"ILMN_1662169","RPL36","ribosomal protein L36 (RPL36), transcript variant 2, mRNA.","Chr19: 5.641435",7.538,"N/A","N/A","N/A",0.189,147,0.02222,"--","6.3E-2","19",5.641435,"1","25873"
"6844",6844,"ILMN_1709708","LCE2C","late cornified envelope 2C (LCE2C), mRNA.","Chr1: 150.915575",6.748,"N/A","N/A","N/A",-0.188,147,0.02223,"--","--","1",150.915575,"-1","353140"
"6843",6843,"ILMN_1653666","KLHL7","kelch-like 7 (Drosophila) (KLHL7), transcript variant 2, mRNA.","Chr7: 23.124054",6.635,"N/A","N/A","N/A",-0.188,147,0.02223,"--","-0.16300000000000001","7",23.124054,"-1","55975"
"6845",6845,"ILMN_1724677","OR5B21","olfactory receptor, family 5, subfamily B, member 21 (OR5B21), mRNA.","Chr11: 58.031520",6.644,"N/A","N/A","N/A",-0.188,147,0.02224,"--","--","11",58.03152,"-1","219968"
"6846",6846,"ILMN_1726602","PPEF2","protein phosphatase, EF-hand calcium binding domain 2 (PPEF2), mRNA.","Chr4: 77.000787",6.681,"N/A","N/A","N/A",-0.188,147,0.02226,"0.26900000000000002","-0.22900000000000001","4",77.000787,"-1","5470"
"6847",6847,"ILMN_1655788","ZNF780A","zinc finger protein 780A (ZNF780A), mRNA.","Chr19: 45.272266",6.774,"N/A","N/A","N/A",-0.188,147,0.02227,"--","--","19",45.272266,"-1","284323"
